source,lat,lon,year,month,PRECTOTCORR,PS,RH2M,T2M,WS2M
NASA_POWER,4.65847,-74.08396,2022,11,179.19,82.30666666666666,87.00733333333332,17.981333333333332,0.9713333333333334
NASA_POWER,4.65847,-74.08396,2022,12,70.75,82.26193548387097,82.19999999999999,18.003548387096775,0.9396774193548387
NASA_POWER,4.65847,-74.08396,2023,1,181.32,82.33967741935484,82.15516129032258,17.54,0.9661290322580645
NASA_POWER,4.65847,-74.08396,2023,2,54.03,82.28607142857143,78.37249999999999,18.753214285714286,0.9896428571428572
NASA_POWER,4.65847,-74.08396,2023,3,165.16,82.33290322580646,84.31870967741936,18.51451612903226,0.8709677419354839
NASA_POWER,4.65847,-74.08396,2023,4,218.01,82.30033333333334,83.93033333333332,18.597666666666665,0.8996666666666666
NASA_POWER,4.65847,-74.08396,2023,5,220.91,82.37032258064517,81.58612903225807,19.260322580645163,1.115483870967742
NASA_POWER,4.65847,-74.08396,2023,6,151.78,82.405,79.40100000000001,18.427666666666667,1.6053333333333333
NASA_POWER,4.65847,-74.08396,2023,7,151.41,82.40838709677419,78.48967741935483,18.774193548387096,1.717741935483871
NASA_POWER,4.65847,-74.08396,2023,8,131.76,82.38677419354838,76.52032258064517,18.869032258064518,1.5912903225806452
NASA_POWER,4.65847,-74.08396,2023,9,139.46,82.33033333333333,75.409,19.59466666666667,1.4340000000000002
NASA_POWER,4.65847,-74.08396,2023,10,200.76,82.33548387096775,80.40064516129033,19.38935483870968,0.9116129032258063
NASA_POWER,4.65847,-74.08396,2023,11,170.2,82.275,81.34533333333334,19.18,0.989
NASA_POWER,4.65847,-74.08396,2023,12,133.78,82.27161290322582,80.67806451612903,19.54258064516129,1.0270967741935484
NASA_POWER,4.65847,-74.08396,2024,1,19.18,82.34677419354838,71.83064516129032,20.018387096774195,1.3596774193548387
NASA_POWER,4.65847,-74.08396,2024,2,67.75,82.34448275862069,74.39793103448275,20.71896551724138,1.2134482758620688
NASA_POWER,4.65847,-74.08396,2024,3,80.08,82.33774193548386,71.98322580645161,21.388387096774192,1.1596774193548387
NASA_POWER,4.65847,-74.08396,2024,4,223.34,82.33433333333332,76.39433333333334,20.540666666666667,0.9806666666666666
NASA_POWER,4.65847,-74.08396,2024,5,371.83,82.35677419354839,82.56838709677419,19.726774193548387,0.9661290322580645
NASA_POWER,4.65847,-74.08396,2024,6,247.96,82.409,81.55966666666667,19.017666666666667,1.1303333333333332
NASA_POWER,4.65847,-74.08396,2024,7,128.74,82.42193548387097,80.19419354838709,18.71451612903226,1.4970967741935486
NASA_POWER,4.65847,-74.08396,2024,8,59.62,82.44129032258064,75.88193548387098,18.966451612903228,1.4709677419354839
NASA_POWER,4.65847,-74.08396,2024,9,85.99,82.33766666666666,73.34766666666665,19.767666666666667,1.438
NASA_POWER,4.65847,-74.08396,2024,10,178.05,82.3532258064516,77.96000000000001,19.448709677419355,1.1380645161290324
NASA_POWER,4.65847,-74.08396,2024,11,195.92000000000002,82.28466666666667,84.712,18.587,0.9796666666666667
NASA_POWER,4.65847,-74.08396,2024,12,157.62,82.26612903225806,82.05612903225806,19.18322580645161,0.9064516129032258
NASA_POWER,4.57781,-74.16628,2021,1,105.14,82.22225806451613,73.38612903225807,18.838064516129034,1.0696774193548386
NASA_POWER,4.57781,-74.16628,2021,2,98.38,82.23321428571428,74.44678571428572,19.620714285714286,1.0442857142857143
NASA_POWER,4.57781,-74.16628,2021,3,132.12,82.26129032258065,79.48903225806451,18.69483870967742,0.9319354838709678
NASA_POWER,4.57781,-74.16628,2021,4,176.72,82.27966666666666,79.31633333333333,19.200333333333333,0.9443333333333334
NASA_POWER,4.57781,-74.16628,2021,5,53.85,82.37903225806451,78.49290322580646,19.156774193548387,1.1796774193548387
NASA_POWER,4.57781,-74.16628,2021,6,196.89,82.42233333333334,79.12733333333334,18.355666666666664,1.1006666666666665
NASA_POWER,4.57781,-74.16628,2021,7,57.61,82.42806451612903,75.01322580645162,18.631612903225808,1.6390322580645162
NASA_POWER,4.57781,-74.16628,2021,8,71.11,82.40387096774194,73.33967741935484,19.18290322580645,1.2638709677419355
NASA_POWER,4.57781,-74.16628,2021,9,145.0,82.39133333333332,72.27333333333333,19.142999999999997,1.2813333333333332
NASA_POWER,4.57781,-74.16628,2021,10,96.44,82.31741935483872,76.90709677419355,19.622903225806454,0.8551612903225807
NASA_POWER,4.57781,-74.16628,2021,11,86.48,82.26966666666667,77.90433333333334,19.259666666666664,0.9016666666666667
NASA_POWER,4.57781,-74.16628,2021,12,65.48,82.23838709677419,76.7441935483871,19.739032258064515,1.0374193548387096
NASA_POWER,4.57781,-74.16628,2022,1,57.49,82.2816129032258,71.82548387096774,19.448709677419355,1.1783870967741936
NASA_POWER,4.57781,-74.16628,2022,2,131.69,82.24392857142857,75.20714285714287,19.290714285714284,0.8960714285714285
NASA_POWER,4.57781,-74.16628,2022,3,199.88,82.26870967741935,81.53903225806452,18.864838709677418,0.8858064516129033
NASA_POWER,4.57781,-74.16628,2022,4,260.12,82.28333333333333,81.47,18.88,0.995
NASA_POWER,4.57781,-74.16628,2022,5,319.0,82.38741935483871,80.96806451612903,18.71741935483871,0.9874193548387097
NASA_POWER,4.57781,-74.16628,2022,6,207.29,82.38000000000001,81.945,17.939666666666668,0.9073333333333333
NASA_POWER,4.57781,-74.16628,2022,7,228.31,82.38967741935484,79.52129032258064,18.19483870967742,1.1383870967741936
NASA_POWER,4.57781,-74.16628,2022,8,162.59,82.38322580645162,77.78548387096774,18.116774193548387,1.2158064516129032
NASA_POWER,4.57781,-74.16628,2022,9,135.09,82.364,78.09733333333334,18.666,1.0056666666666667
NASA_POWER,4.57781,-74.16628,2022,10,252.6,82.3358064516129,83.24870967741936,18.324193548387097,1.0612903225806452
NASA_POWER,4.57781,-74.16628,2022,11,179.19,82.30666666666666,87.00733333333332,17.981333333333332,0.9713333333333334
NASA_POWER,4.57781,-74.16628,2022,12,70.75,82.26193548387097,82.19999999999999,18.003548387096775,0.9396774193548387
NASA_POWER,4.57781,-74.16628,2023,1,181.32,82.33967741935484,82.15516129032258,17.54,0.9661290322580645
NASA_POWER,4.57781,-74.16628,2023,2,54.03,82.28607142857143,78.37249999999999,18.753214285714286,0.9896428571428572
NASA_POWER,4.57781,-74.16628,2023,3,165.16,82.33290322580646,84.31870967741936,18.51451612903226,0.8709677419354839
NASA_POWER,4.57781,-74.16628,2023,4,218.01,82.30033333333334,83.93033333333332,18.597666666666665,0.8996666666666666
NASA_POWER,4.57781,-74.16628,2023,5,220.91,82.37032258064517,81.58612903225807,19.260322580645163,1.115483870967742
NASA_POWER,4.57781,-74.16628,2023,6,151.78,82.405,79.40100000000001,18.427666666666667,1.6053333333333333
NASA_POWER,4.57781,-74.16628,2023,7,151.41,82.40838709677419,78.48967741935483,18.774193548387096,1.717741935483871
NASA_POWER,4.57781,-74.16628,2023,8,131.76,82.38677419354838,76.52032258064517,18.869032258064518,1.5912903225806452
NASA_POWER,4.57781,-74.16628,2023,9,139.46,82.33033333333333,75.409,19.59466666666667,1.4340000000000002
NASA_POWER,4.57781,-74.16628,2023,10,200.76,82.33548387096775,80.40064516129033,19.38935483870968,0.9116129032258063
NASA_POWER,4.57781,-74.16628,2023,11,170.2,82.275,81.34533333333334,19.18,0.989
NASA_POWER,4.57781,-74.16628,2023,12,133.78,82.27161290322582,80.67806451612903,19.54258064516129,1.0270967741935484
NASA_POWER,4.57781,-74.16628,2024,1,19.18,82.34677419354838,71.83064516129032,20.018387096774195,1.3596774193548387
NASA_POWER,4.57781,-74.16628,2024,2,67.75,82.34448275862069,74.39793103448275,20.71896551724138,1.2134482758620688
NASA_POWER,4.57781,-74.16628,2024,3,80.08,82.33774193548386,71.98322580645161,21.388387096774192,1.1596774193548387
NASA_POWER,4.57781,-74.16628,2024,4,223.34,82.33433333333332,76.39433333333334,20.540666666666667,0.9806666666666666
NASA_POWER,4.57781,-74.16628,2024,5,371.83,82.35677419354839,82.56838709677419,19.726774193548387,0.9661290322580645
NASA_POWER,4.57781,-74.16628,2024,6,247.96,82.409,81.55966666666667,19.017666666666667,1.1303333333333332
NASA_POWER,4.57781,-74.16628,2024,7,128.74,82.42193548387097,80.19419354838709,18.71451612903226,1.4970967741935486
NASA_POWER,4.57781,-74.16628,2024,8,59.62,82.44129032258064,75.88193548387098,18.966451612903228,1.4709677419354839
NASA_POWER,4.57781,-74.16628,2024,9,85.99,82.33766666666666,73.34766666666665,19.767666666666667,1.438
NASA_POWER,4.57781,-74.16628,2024,10,178.05,82.3532258064516,77.96000000000001,19.448709677419355,1.1380645161290324
NASA_POWER,4.57781,-74.16628,2024,11,195.92000000000002,82.28466666666667,84.712,18.587,0.9796666666666667
NASA_POWER,4.57781,-74.16628,2024,12,157.62,82.26612903225806,82.05612903225806,19.18322580645161,0.9064516129032258
NASA_POWER,4.73719,-74.06948,2021,1,105.14,82.22225806451613,73.38612903225807,18.838064516129034,1.0696774193548386
NASA_POWER,4.73719,-74.06948,2021,2,98.38,82.23321428571428,74.44678571428572,19.620714285714286,1.0442857142857143
NASA_POWER,4.73719,-74.06948,2021,3,132.12,82.26129032258065,79.48903225806451,18.69483870967742,0.9319354838709678
NASA_POWER,4.73719,-74.06948,2021,4,176.72,82.27966666666666,79.31633333333333,19.200333333333333,0.9443333333333334
NASA_POWER,4.73719,-74.06948,2021,5,53.85,82.37903225806451,78.49290322580646,19.156774193548387,1.1796774193548387
NASA_POWER,4.73719,-74.06948,2021,6,196.89,82.42233333333334,79.12733333333334,18.355666666666664,1.1006666666666665
NASA_POWER,4.73719,-74.06948,2021,7,57.61,82.42806451612903,75.01322580645162,18.631612903225808,1.6390322580645162
NASA_POWER,4.73719,-74.06948,2021,8,71.11,82.40387096774194,73.33967741935484,19.18290322580645,1.2638709677419355
NASA_POWER,4.73719,-74.06948,2021,9,145.0,82.39133333333332,72.27333333333333,19.142999999999997,1.2813333333333332
NASA_POWER,4.73719,-74.06948,2021,10,96.44,82.31741935483872,76.90709677419355,19.622903225806454,0.8551612903225807
NASA_POWER,4.73719,-74.06948,2021,11,86.48,82.26966666666667,77.90433333333334,19.259666666666664,0.9016666666666667
NASA_POWER,4.73719,-74.06948,2021,12,65.48,82.23838709677419,76.7441935483871,19.739032258064515,1.0374193548387096
NASA_POWER,4.73719,-74.06948,2022,1,57.49,82.2816129032258,71.82548387096774,19.448709677419355,1.1783870967741936
NASA_POWER,4.73719,-74.06948,2022,2,131.69,82.24392857142857,75.20714285714287,19.290714285714284,0.8960714285714285
NASA_POWER,4.73719,-74.06948,2022,3,199.88,82.26870967741935,81.53903225806452,18.864838709677418,0.8858064516129033
NASA_POWER,4.73719,-74.06948,2022,4,260.12,82.28333333333333,81.47,18.88,0.995
NASA_POWER,4.73719,-74.06948,2022,5,319.0,82.38741935483871,80.96806451612903,18.71741935483871,0.9874193548387097
NASA_POWER,4.73719,-74.06948,2022,6,207.29,82.38000000000001,81.945,17.939666666666668,0.9073333333333333
NASA_POWER,4.73719,-74.06948,2022,7,228.31,82.38967741935484,79.52129032258064,18.19483870967742,1.1383870967741936
NASA_POWER,4.73719,-74.06948,2022,8,162.59,82.38322580645162,77.78548387096774,18.116774193548387,1.2158064516129032
NASA_POWER,4.73719,-74.06948,2022,9,135.09,82.364,78.09733333333334,18.666,1.0056666666666667
NASA_POWER,4.73719,-74.06948,2022,10,252.6,82.3358064516129,83.24870967741936,18.324193548387097,1.0612903225806452
NASA_POWER,4.73719,-74.06948,2022,11,179.19,82.30666666666666,87.00733333333332,17.981333333333332,0.9713333333333334
NASA_POWER,4.73719,-74.06948,2022,12,70.75,82.26193548387097,82.19999999999999,18.003548387096775,0.9396774193548387
NASA_POWER,4.73719,-74.06948,2023,1,181.32,82.33967741935484,82.15516129032258,17.54,0.9661290322580645
NASA_POWER,4.73719,-74.06948,2023,2,54.03,82.28607142857143,78.37249999999999,18.753214285714286,0.9896428571428572
NASA_POWER,4.73719,-74.06948,2023,3,165.16,82.33290322580646,84.31870967741936,18.51451612903226,0.8709677419354839
NASA_POWER,4.73719,-74.06948,2023,4,218.01,82.30033333333334,83.93033333333332,18.597666666666665,0.8996666666666666
NASA_POWER,4.73719,-74.06948,2023,5,220.91,82.37032258064517,81.58612903225807,19.260322580645163,1.115483870967742
NASA_POWER,4.73719,-74.06948,2023,6,151.78,82.405,79.40100000000001,18.427666666666667,1.6053333333333333
NASA_POWER,4.73719,-74.06948,2023,7,151.41,82.40838709677419,78.48967741935483,18.774193548387096,1.717741935483871
NASA_POWER,4.73719,-74.06948,2023,8,131.76,82.38677419354838,76.52032258064517,18.869032258064518,1.5912903225806452
NASA_POWER,4.73719,-74.06948,2023,9,139.46,82.33033333333333,75.409,19.59466666666667,1.4340000000000002
NASA_POWER,4.73719,-74.06948,2023,10,200.76,82.33548387096775,80.40064516129033,19.38935483870968,0.9116129032258063
NASA_POWER,4.73719,-74.06948,2023,11,170.2,82.275,81.34533333333334,19.18,0.989
NASA_POWER,4.73719,-74.06948,2023,12,133.78,82.27161290322582,80.67806451612903,19.54258064516129,1.0270967741935484
NASA_POWER,4.73719,-74.06948,2024,1,19.18,82.34677419354838,71.83064516129032,20.018387096774195,1.3596774193548387
NASA_POWER,4.73719,-74.06948,2024,2,67.75,82.34448275862069,74.39793103448275,20.71896551724138,1.2134482758620688
NASA_POWER,4.73719,-74.06948,2024,3,80.08,82.33774193548386,71.98322580645161,21.388387096774192,1.1596774193548387
NASA_POWER,4.73719,-74.06948,2024,4,223.34,82.33433333333332,76.39433333333334,20.540666666666667,0.9806666666666666
NASA_POWER,4.73719,-74.06948,2024,5,371.83,82.35677419354839,82.56838709677419,19.726774193548387,0.9661290322580645
NASA_POWER,4.73719,-74.06948,2024,6,247.96,82.409,81.55966666666667,19.017666666666667,1.1303333333333332
NASA_POWER,4.73719,-74.06948,2024,7,128.74,82.42193548387097,80.19419354838709,18.71451612903226,1.4970967741935486
NASA_POWER,4.73719,-74.06948,2024,8,59.62,82.44129032258064,75.88193548387098,18.966451612903228,1.4709677419354839
NASA_POWER,4.73719,-74.06948,2024,9,85.99,82.33766666666666,73.34766666666665,19.767666666666667,1.438
NASA_POWER,4.73719,-74.06948,2024,10,178.05,82.3532258064516,77.96000000000001,19.448709677419355,1.1380645161290324
NASA_POWER,4.73719,-74.06948,2024,11,195.92000000000002,82.28466666666667,84.712,18.587,0.9796666666666667
NASA_POWER,4.73719,-74.06948,2024,12,157.62,82.26612903225806,82.05612903225806,19.18322580645161,0.9064516129032258
NASA_POWER,4.67825,-74.14382,2021,1,105.14,82.22225806451613,73.38612903225807,18.838064516129034,1.0696774193548386
NASA_POWER,4.67825,-74.14382,2021,2,98.38,82.23321428571428,74.44678571428572,19.620714285714286,1.0442857142857143
NASA_POWER,4.67825,-74.14382,2021,3,132.12,82.26129032258065,79.48903225806451,18.69483870967742,0.9319354838709678
NASA_POWER,4.67825,-74.14382,2021,4,176.72,82.27966666666666,79.31633333333333,19.200333333333333,0.9443333333333334
NASA_POWER,4.67825,-74.14382,2021,5,53.85,82.37903225806451,78.49290322580646,19.156774193548387,1.1796774193548387
NASA_POWER,4.67825,-74.14382,2021,6,196.89,82.42233333333334,79.12733333333334,18.355666666666664,1.1006666666666665
NASA_POWER,4.67825,-74.14382,2021,7,57.61,82.42806451612903,75.01322580645162,18.631612903225808,1.6390322580645162
NASA_POWER,4.67825,-74.14382,2021,8,71.11,82.40387096774194,73.33967741935484,19.18290322580645,1.2638709677419355
NASA_POWER,4.67825,-74.14382,2021,9,145.0,82.39133333333332,72.27333333333333,19.142999999999997,1.2813333333333332
NASA_POWER,4.67825,-74.14382,2021,10,96.44,82.31741935483872,76.90709677419355,19.622903225806454,0.8551612903225807
NASA_POWER,4.67825,-74.14382,2021,11,86.48,82.26966666666667,77.90433333333334,19.259666666666664,0.9016666666666667
NASA_POWER,4.67825,-74.14382,2021,12,65.48,82.23838709677419,76.7441935483871,19.739032258064515,1.0374193548387096
NASA_POWER,4.67825,-74.14382,2022,1,57.49,82.2816129032258,71.82548387096774,19.448709677419355,1.1783870967741936
NASA_POWER,4.67825,-74.14382,2022,2,131.69,82.24392857142857,75.20714285714287,19.290714285714284,0.8960714285714285
NASA_POWER,4.67825,-74.14382,2022,3,199.88,82.26870967741935,81.53903225806452,18.864838709677418,0.8858064516129033
NASA_POWER,4.67825,-74.14382,2022,4,260.12,82.28333333333333,81.47,18.88,0.995
NASA_POWER,4.67825,-74.14382,2022,5,319.0,82.38741935483871,80.96806451612903,18.71741935483871,0.9874193548387097
NASA_POWER,4.67825,-74.14382,2022,6,207.29,82.38000000000001,81.945,17.939666666666668,0.9073333333333333
NASA_POWER,4.67825,-74.14382,2022,7,228.31,82.38967741935484,79.52129032258064,18.19483870967742,1.1383870967741936
NASA_POWER,4.67825,-74.14382,2022,8,162.59,82.38322580645162,77.78548387096774,18.116774193548387,1.2158064516129032
NASA_POWER,4.67825,-74.14382,2022,9,135.09,82.364,78.09733333333334,18.666,1.0056666666666667
NASA_POWER,4.67825,-74.14382,2022,10,252.6,82.3358064516129,83.24870967741936,18.324193548387097,1.0612903225806452
NASA_POWER,4.67825,-74.14382,2022,11,179.19,82.30666666666666,87.00733333333332,17.981333333333332,0.9713333333333334
NASA_POWER,4.67825,-74.14382,2022,12,70.75,82.26193548387097,82.19999999999999,18.003548387096775,0.9396774193548387
NASA_POWER,4.67825,-74.14382,2023,1,181.32,82.33967741935484,82.15516129032258,17.54,0.9661290322580645
NASA_POWER,4.67825,-74.14382,2023,2,54.03,82.28607142857143,78.37249999999999,18.753214285714286,0.9896428571428572
NASA_POWER,4.67825,-74.14382,2023,3,165.16,82.33290322580646,84.31870967741936,18.51451612903226,0.8709677419354839
NASA_POWER,4.67825,-74.14382,2023,4,218.01,82.30033333333334,83.93033333333332,18.597666666666665,0.8996666666666666
NASA_POWER,4.67825,-74.14382,2023,5,220.91,82.37032258064517,81.58612903225807,19.260322580645163,1.115483870967742
NASA_POWER,4.67825,-74.14382,2023,6,151.78,82.405,79.40100000000001,18.427666666666667,1.6053333333333333
NASA_POWER,4.67825,-74.14382,2023,7,151.41,82.40838709677419,78.48967741935483,18.774193548387096,1.717741935483871
NASA_POWER,4.67825,-74.14382,2023,8,131.76,82.38677419354838,76.52032258064517,18.869032258064518,1.5912903225806452
NASA_POWER,4.67825,-74.14382,2023,9,139.46,82.33033333333333,75.409,19.59466666666667,1.4340000000000002
NASA_POWER,4.67825,-74.14382,2023,10,200.76,82.33548387096775,80.40064516129033,19.38935483870968,0.9116129032258063
NASA_POWER,4.67825,-74.14382,2023,11,170.2,82.275,81.34533333333334,19.18,0.989
NASA_POWER,4.67825,-74.14382,2023,12,133.78,82.27161290322582,80.67806451612903,19.54258064516129,1.0270967741935484
NASA_POWER,4.67825,-74.14382,2024,1,19.18,82.34677419354838,71.83064516129032,20.018387096774195,1.3596774193548387
NASA_POWER,4.67825,-74.14382,2024,2,67.75,82.34448275862069,74.39793103448275,20.71896551724138,1.2134482758620688
NASA_POWER,4.67825,-74.14382,2024,3,80.08,82.33774193548386,71.98322580645161,21.388387096774192,1.1596774193548387
NASA_POWER,4.67825,-74.14382,2024,4,223.34,82.33433333333332,76.39433333333334,20.540666666666667,0.9806666666666666
NASA_POWER,4.67825,-74.14382,2024,5,371.83,82.35677419354839,82.56838709677419,19.726774193548387,0.9661290322580645
NASA_POWER,4.67825,-74.14382,2024,6,247.96,82.409,81.55966666666667,19.017666666666667,1.1303333333333332
NASA_POWER,4.67825,-74.14382,2024,7,128.74,82.42193548387097,80.19419354838709,18.71451612903226,1.4970967741935486
NASA_POWER,4.67825,-74.14382,2024,8,59.62,82.44129032258064,75.88193548387098,18.966451612903228,1.4709677419354839
NASA_POWER,4.67825,-74.14382,2024,9,85.99,82.33766666666666,73.34766666666665,19.767666666666667,1.438
NASA_POWER,4.67825,-74.14382,2024,10,178.05,82.3532258064516,77.96000000000001,19.448709677419355,1.1380645161290324
NASA_POWER,4.67825,-74.14382,2024,11,195.92000000000002,82.28466666666667,84.712,18.587,0.9796666666666667
NASA_POWER,4.67825,-74.14382,2024,12,157.62,82.26612903225806,82.05612903225806,19.18322580645161,0.9064516129032258
NASA_POWER,4.78375,-74.04414,2021,1,91.89,75.78354838709677,84.68354838709678,13.322903225806451,0.9583870967741935
NASA_POWER,4.78375,-74.04414,2021,2,96.04,75.7807142857143,85.95178571428572,14.053571428571429,0.8278571428571428
NASA_POWER,4.78375,-74.04414,2021,3,108.25,75.77870967741936,86.32225806451613,13.863870967741935,0.7658064516129033
NASA_POWER,4.78375,-74.04414,2021,4,146.64000000000001,75.82033333333334,86.45100000000001,14.189666666666666,1.0013333333333334
NASA_POWER,4.78375,-74.04414,2021,5,2.18,75.91451612903225,86.09096774193549,14.178387096774193,1.1193548387096774
NASA_POWER,4.78375,-74.04414,2021,6,78.04,75.94866666666667,85.107,13.51,1.227
NASA_POWER,4.78375,-74.04414,2021,7,15.0,75.97806451612904,82.80612903225806,13.621935483870967,1.5980645161290323
NASA_POWER,4.78375,-74.04414,2021,8,14.91,75.94032258064516,79.1258064516129,14.284193548387098,1.2603225806451612
NASA_POWER,4.78375,-74.04414,2021,9,70.06,75.93466666666667,78.40666666666667,14.275333333333332,1.273
NASA_POWER,4.78375,-74.04414,2021,10,75.41,75.84483870967742,82.11516129032259,15.02290322580645,0.8458064516129032
NASA_POWER,4.78375,-74.04414,2021,11,58.39,75.79299999999999,82.166,14.844333333333333,0.7556666666666667
NASA_POWER,4.78375,-74.04414,2021,12,47.769999999999996,75.78677419354838,83.20290322580645,14.904193548387095,0.8087096774193548
NASA_POWER,4.78375,-74.04414,2022,1,35.67,75.81806451612904,78.0067741935484,14.558387096774194,0.8758064516129032
NASA_POWER,4.78375,-74.04414,2022,2,111.58,75.7817857142857,81.74749999999999,14.296428571428573,0.8157142857142857
NASA_POWER,4.78375,-74.04414,2022,3,172.67,75.78709677419356,86.61,14.231612903225807,0.7912903225806452
NASA_POWER,4.78375,-74.04414,2022,4,278.73,75.80933333333334,86.59933333333333,13.964666666666666,0.9163333333333333
NASA_POWER,4.78375,-74.04414,2022,5,414.69,75.92129032258065,88.28935483870967,13.595161290322581,1.0380645161290323
NASA_POWER,4.78375,-74.04414,2022,6,263.74,75.89133333333332,88.36866666666667,13.023666666666665,0.9183333333333333
NASA_POWER,4.78375,-74.04414,2022,7,301.55,75.93064516129031,87.8958064516129,12.899999999999999,1.1887096774193548
NASA_POWER,4.78375,-74.04414,2022,8,211.8,75.91967741935483,86.77225806451614,12.67483870967742,1.1680645161290324
NASA_POWER,4.78375,-74.04414,2022,9,180.79000000000002,75.89466666666667,85.53099999999999,13.368666666666666,0.9823333333333333
NASA_POWER,4.78375,-74.04414,2022,10,252.71,75.84032258064516,87.32806451612903,13.759354838709678,0.7458064516129033
NASA_POWER,4.78375,-74.04414,2022,11,185.99,75.791,90.00166666666668,13.972,0.542
NASA_POWER,4.78375,-74.04414,2022,12,76.45,75.77193548387096,86.99580645161289,13.299032258064516,0.7554838709677419
NASA_POWER,4.78375,-74.04414,2023,1,196.86,75.8341935483871,87.54129032258065,12.815483870967741,0.8096774193548387
NASA_POWER,4.78375,-74.04414,2023,2,40.57,75.83178571428572,85.4275,13.222142857142858,1.0803571428571428
NASA_POWER,4.78375,-74.04414,2023,3,140.47,75.8383870967742,87.92032258064516,13.99483870967742,0.7154838709677419
NASA_POWER,4.78375,-74.04414,2023,4,239.32,75.81233333333333,88.52033333333334,14.213666666666667,0.8093333333333333
NASA_POWER,4.78375,-74.04414,2023,5,291.67,75.9283870967742,88.0716129032258,14.345161290322581,1.072258064516129
NASA_POWER,4.78375,-74.04414,2023,6,227.20000000000002,75.975,87.92433333333334,13.073666666666666,1.518
NASA_POWER,4.78375,-74.04414,2023,7,213.14000000000001,75.98838709677419,88.22387096774193,13.422258064516129,1.6258064516129032
NASA_POWER,4.78375,-74.04414,2023,8,170.08,75.96645161290323,85.63870967741936,13.38774193548387,1.3696774193548387
NASA_POWER,4.78375,-74.04414,2023,9,173.16,75.91533333333334,85.291,14.113,1.2403333333333333
NASA_POWER,4.78375,-74.04414,2023,10,229.84,75.87548387096774,85.81612903225808,14.21032258064516,0.7729032258064517
NASA_POWER,4.78375,-74.04414,2023,11,175.22,75.827,87.27333333333333,14.228666666666667,0.9019999999999999
NASA_POWER,4.78375,-74.04414,2023,12,159.98999999999998,75.83,88.86548387096774,14.670645161290324,0.8483870967741935
NASA_POWER,4.78375,-74.04414,2024,1,7.0200000000000005,75.94645161290323,83.31161290322581,14.101290322580645,1.2370967741935484
NASA_POWER,4.78375,-74.04414,2024,2,52.15,75.92275862068966,84.73517241379311,15.18896551724138,1.0220689655172415
NASA_POWER,4.78375,-74.04414,2024,3,92.23,75.91870967741936,83.94129032258064,15.74,1.0512903225806454
NASA_POWER,4.78375,-74.04414,2024,4,193.62,75.90633333333334,84.914,15.127999999999998,1.002
NASA_POWER,4.78375,-74.04414,2024,5,392.62,75.92451612903226,88.54387096774194,14.821935483870968,1.0941935483870968
