source,lat,lon,date,PRECTOTCORR,PS,RH2M,T2M,WS2M
NASA_POWER,4.57781,-74.16628,2021-03-07,22.48,82.25,77.1,19.51,1.08
NASA_POWER,4.57781,-74.16628,2021-03-08,9.31,82.32,73.87,19.41,0.94
NASA_POWER,4.57781,-74.16628,2021-03-09,0.25,82.28,73.79,19.74,0.93
NASA_POWER,4.57781,-74.16628,2021-03-10,0.07,82.3,87.62,17.85,0.87
NASA_POWER,4.57781,-74.16628,2021-03-11,0.02,82.35,85.27,17.38,1.17
NASA_POWER,4.57781,-74.16628,2021-03-12,0.88,82.39,83.26,17.71,1.15
NASA_POWER,4.57781,-74.16628,2021-03-13,4.47,82.41,78.71,18.39,0.99
NASA_POWER,4.57781,-74.16628,2021-03-14,2.09,82.35,83.64,17.82,0.98
NASA_POWER,4.57781,-74.16628,2021-03-15,0.95,82.29,83.06,17.78,0.81
NASA_POWER,4.57781,-74.16628,2021-03-16,0.2,82.28,81.57,18.26,0.42
NASA_POWER,4.57781,-74.16628,2021-03-17,2.12,82.2,80.95,18.72,0.91
NASA_POWER,4.57781,-74.16628,2021-03-18,0.33,82.24,79.23,18.96,0.86
NASA_POWER,4.57781,-74.16628,2021-03-19,1.02,82.27,77.63,19.16,0.96
NASA_POWER,4.57781,-74.16628,2021-03-20,2.78,82.31,83.62,18.21,0.99
NASA_POWER,4.57781,-74.16628,2021-03-21,15.18,82.24,75.5,19.21,0.88
NASA_POWER,4.57781,-74.16628,2021-03-22,10.21,82.3,79.23,18.88,0.91
NASA_POWER,4.57781,-74.16628,2021-03-23,0.0,82.34,79.93,18.3,0.53
NASA_POWER,4.57781,-74.16628,2021-03-24,2.63,82.32,84.61,17.99,0.93
NASA_POWER,4.57781,-74.16628,2021-03-25,0.87,82.3,79.54,18.96,0.84
NASA_POWER,4.57781,-74.16628,2021-03-26,2.59,82.25,77.76,19.24,0.88
NASA_POWER,4.57781,-74.16628,2021-03-27,1.11,82.23,83.93,18.02,0.81
NASA_POWER,4.57781,-74.16628,2021-03-28,14.71,82.14,74.56,19.79,1.29
NASA_POWER,4.57781,-74.16628,2021-03-29,12.99,82.16,73.13,20.03,1.55
NASA_POWER,4.57781,-74.16628,2021-03-30,2.03,82.19,75.61,19.86,1.16
NASA_POWER,4.57781,-74.16628,2021-03-31,6.78,82.11,78.73,19.8,1.08
NASA_POWER,4.57781,-74.16628,2021-04-01,2.4,82.04,77.3,20.21,1.14
NASA_POWER,4.57781,-74.16628,2021-04-02,8.64,82.12,77.25,19.58,1.25
NASA_POWER,4.57781,-74.16628,2021-04-03,3.1,82.23,79.61,19.15,0.89
NASA_POWER,4.57781,-74.16628,2021-04-04,0.18,82.18,76.95,19.79,1.11
NASA_POWER,4.57781,-74.16628,2021-04-05,0.0,82.18,76.73,19.67,1.36
NASA_POWER,4.57781,-74.16628,2021-04-06,10.36,82.25,80.49,18.32,1.12
NASA_POWER,4.57781,-74.16628,2021-04-07,0.13,82.28,76.91,18.35,1.2
NASA_POWER,4.57781,-74.16628,2021-04-08,0.01,82.27,74.94,19.21,1.04
NASA_POWER,4.57781,-74.16628,2021-04-09,2.75,82.33,79.92,18.82,0.47
NASA_POWER,4.57781,-74.16628,2021-04-10,0.32,82.27,78.35,19.4,0.77
NASA_POWER,4.57781,-74.16628,2021-04-11,0.42,82.22,75.8,19.43,0.91
NASA_POWER,4.57781,-74.16628,2021-04-12,40.87,82.24,79.38,19.17,1.36
NASA_POWER,4.57781,-74.16628,2021-04-13,1.35,82.28,77.98,19.06,1.6
NASA_POWER,4.57781,-74.16628,2021-04-14,0.21,82.29,80.12,19.27,1.18
NASA_POWER,4.57781,-74.16628,2021-04-15,7.95,82.24,79.09,19.07,0.95
NASA_POWER,4.57781,-74.16628,2021-04-16,4.04,82.26,78.72,19.39,0.63
NASA_POWER,4.57781,-74.16628,2021-04-17,15.21,82.29,79.83,19.53,0.9
NASA_POWER,4.57781,-74.16628,2021-04-18,22.56,82.32,83.37,19.09,0.81
NASA_POWER,4.57781,-74.16628,2021-04-19,24.76,82.4,76.05,19.22,0.86
NASA_POWER,4.57781,-74.16628,2021-04-20,4.21,82.39,75.1,19.38,0.93
NASA_POWER,4.57781,-74.16628,2021-04-21,5.7,82.39,75.71,19.55,0.89
NASA_POWER,4.57781,-74.16628,2021-04-22,2.18,82.28,73.75,20.33,0.74
NASA_POWER,4.57781,-74.16628,2021-04-23,0.11,82.33,78.66,19.52,0.94
NASA_POWER,4.57781,-74.16628,2021-04-24,0.72,82.31,80.31,20.04,0.71
NASA_POWER,4.57781,-74.16628,2021-04-25,2.8,82.29,80.87,19.49,0.74
NASA_POWER,4.57781,-74.16628,2021-04-26,4.72,82.24,76.23,20.28,0.74
NASA_POWER,4.57781,-74.16628,2021-04-27,3.47,82.26,85.21,18.77,0.7
NASA_POWER,4.57781,-74.16628,2021-04-28,1.13,82.33,87.78,17.97,0.74
NASA_POWER,4.57781,-74.16628,2021-04-29,3.81,82.39,88.49,17.96,0.78
NASA_POWER,4.57781,-74.16628,2021-04-30,2.61,82.49,88.59,16.99,0.87
NASA_POWER,4.57781,-74.16628,2021-05-01,0.28,82.46,82.67,17.85,0.83
NASA_POWER,4.57781,-74.16628,2021-05-02,0.92,82.51,87.48,17.1,0.63
NASA_POWER,4.57781,-74.16628,2021-05-03,0.04,82.51,82.14,17.98,0.92
NASA_POWER,4.57781,-74.16628,2021-05-04,0.94,82.5,83.69,18.37,1.17
NASA_POWER,4.57781,-74.16628,2021-05-05,0.18,82.5,83.61,18.17,0.59
NASA_POWER,4.57781,-74.16628,2021-05-06,0.46,82.44,81.69,18.32,0.71
NASA_POWER,4.57781,-74.16628,2021-05-07,0.34,82.44,82.44,18.12,0.93
NASA_POWER,4.57781,-74.16628,2021-05-08,0.94,82.44,82.54,18.17,0.99
NASA_POWER,4.57781,-74.16628,2021-05-09,0.26,82.37,79.62,19.01,1.04
NASA_POWER,4.57781,-74.16628,2021-05-10,0.06,82.3,76.98,19.21,1.66
NASA_POWER,4.57781,-74.16628,2021-05-11,0.0,82.32,74.72,18.81,1.59
NASA_POWER,4.57781,-74.16628,2021-05-12,0.0,82.34,71.86,19.38,1.65
NASA_POWER,4.57781,-74.16628,2021-05-13,0.0,82.33,74.06,19.7,1.3
NASA_POWER,4.57781,-74.16628,2021-05-14,1.18,82.3,75.3,19.68,1.2
NASA_POWER,4.57781,-74.16628,2021-05-15,2.15,82.29,78.64,20.22,0.88
NASA_POWER,4.57781,-74.16628,2021-05-16,0.15,82.33,78.65,19.97,1.1
NASA_POWER,4.57781,-74.16628,2021-05-17,7.93,82.39,82.94,18.69,1.09
NASA_POWER,4.57781,-74.16628,2021-05-18,0.64,82.44,80.05,18.39,1.05
NASA_POWER,4.57781,-74.16628,2021-05-19,0.0,82.34,72.86,19.6,1.18
NASA_POWER,4.57781,-74.16628,2021-05-20,0.0,82.27,72.2,20.52,0.97
NASA_POWER,4.57781,-74.16628,2021-05-21,0.0,82.3,72.17,20.73,1.19
NASA_POWER,4.57781,-74.16628,2021-05-22,0.0,82.29,73.01,20.56,1.38
NASA_POWER,4.57781,-74.16628,2021-05-23,6.26,82.27,73.27,20.35,1.83
NASA_POWER,4.57781,-74.16628,2021-05-24,13.88,82.29,74.8,20.05,2.22
NASA_POWER,4.57781,-74.16628,2021-05-25,2.78,82.35,79.65,19.7,1.59
NASA_POWER,4.57781,-74.16628,2021-05-26,1.65,82.47,74.31,19.1,2.15
NASA_POWER,4.57781,-74.16628,2021-05-27,0.12,82.49,76.03,19.53,1.14
NASA_POWER,4.57781,-74.16628,2021-05-28,0.0,82.36,79.27,19.32,0.86
NASA_POWER,4.57781,-74.16628,2021-05-29,2.8,82.31,85.94,18.61,0.76
NASA_POWER,4.57781,-74.16628,2021-05-30,4.29,82.35,80.82,19.55,0.84
NASA_POWER,4.57781,-74.16628,2021-05-31,5.6,82.45,79.87,19.1,1.13
NASA_POWER,4.57781,-74.16628,2021-06-01,0.05,82.39,73.33,19.11,1.23
NASA_POWER,4.57781,-74.16628,2021-06-02,0.0,82.33,74.06,19.71,0.7
NASA_POWER,4.57781,-74.16628,2021-06-03,2.71,82.33,79.92,19.71,0.88
NASA_POWER,4.57781,-74.16628,2021-06-04,1.09,82.38,79.97,19.11,0.97
NASA_POWER,4.57781,-74.16628,2021-06-05,0.61,82.36,76.08,19.02,0.7
NASA_POWER,4.57781,-74.16628,2021-06-06,9.44,82.32,80.24,18.89,1.06
NASA_POWER,4.57781,-74.16628,2021-06-07,3.53,82.33,76.15,19.02,1.19
NASA_POWER,4.57781,-74.16628,2021-06-08,1.46,82.44,77.94,18.6,0.7
NASA_POWER,4.57781,-74.16628,2021-06-09,0.15,82.5,80.45,18.31,0.39
NASA_POWER,4.57781,-74.16628,2021-06-10,0.0,82.5,80.46,17.65,1.12
NASA_POWER,4.57781,-74.16628,2021-06-11,0.76,82.39,76.48,19.22,0.74
NASA_POWER,4.57781,-74.16628,2021-06-12,26.07,82.37,81.04,18.8,1.09
NASA_POWER,4.57781,-74.16628,2021-06-13,16.24,82.43,82.15,18.65,0.75
NASA_POWER,4.57781,-74.16628,2021-06-14,5.16,82.49,83.64,18.39,0.59
NASA_POWER,4.57781,-74.16628,2021-06-15,24.02,82.49,84.0,18.83,0.76
NASA_POWER,4.57781,-74.16628,2021-06-16,22.04,82.42,85.47,17.65,0.85
NASA_POWER,4.57781,-74.16628,2021-06-17,6.97,82.39,80.3,17.14,1.72
NASA_POWER,4.57781,-74.16628,2021-06-18,11.6,82.45,78.18,17.13,1.76
NASA_POWER,4.57781,-74.16628,2021-06-19,15.66,82.47,78.83,18.19,1.74
NASA_POWER,4.57781,-74.16628,2021-06-20,5.03,82.49,77.14,17.77,2.37
NASA_POWER,4.57781,-74.16628,2021-06-21,6.2,82.51,78.63,17.28,1.44
NASA_POWER,4.57781,-74.16628,2021-06-22,0.07,82.53,81.0,17.36,0.89
NASA_POWER,4.57781,-74.16628,2021-06-23,23.14,82.53,84.39,17.46,0.86
NASA_POWER,4.57781,-74.16628,2021-06-24,2.25,82.43,77.12,17.9,0.81
NASA_POWER,4.57781,-74.16628,2021-06-25,1.43,82.41,77.0,17.98,0.79
NASA_POWER,4.57781,-74.16628,2021-06-26,0.23,82.36,80.26,18.07,0.8
NASA_POWER,4.57781,-74.16628,2021-06-27,2.62,82.33,77.95,18.75,0.76
NASA_POWER,4.57781,-74.16628,2021-06-28,1.69,82.41,76.46,19.02,1.47
NASA_POWER,4.57781,-74.16628,2021-06-29,0.72,82.46,76.83,18.58,1.88
NASA_POWER,4.57781,-74.16628,2021-06-30,5.95,82.43,78.35,17.37,2.01
NASA_POWER,4.57781,-74.16628,2021-07-01,1.01,82.48,82.14,16.91,1.39
NASA_POWER,4.57781,-74.16628,2021-07-02,0.0,82.5,78.23,17.53,1.2
NASA_POWER,4.57781,-74.16628,2021-07-03,1.34,82.56,78.4,17.24,1.91
NASA_POWER,4.57781,-74.16628,2021-07-04,0.05,82.58,75.71,16.66,1.81
NASA_POWER,4.57781,-74.16628,2021-07-05,0.07,82.58,75.14,17.21,1.4
NASA_POWER,4.57781,-74.16628,2021-07-06,0.84,82.49,74.54,18.2,1.65
NASA_POWER,4.57781,-74.16628,2021-07-07,0.06,82.33,73.67,19.06,1.42
NASA_POWER,4.57781,-74.16628,2021-07-08,2.05,82.28,73.24,19.59,1.78
NASA_POWER,4.57781,-74.16628,2021-07-09,3.34,82.33,76.3,19.2,1.21
NASA_POWER,4.57781,-74.16628,2021-07-10,1.34,82.35,76.93,18.4,1.29
NASA_POWER,4.57781,-74.16628,2021-07-11,0.17,82.35,74.16,18.66,1.74
NASA_POWER,4.57781,-74.16628,2021-07-12,0.23,82.4,75.7,18.66,1.45
NASA_POWER,4.57781,-74.16628,2021-07-13,2.42,82.43,76.13,18.47,1.7
NASA_POWER,4.57781,-74.16628,2021-07-14,0.17,82.47,71.85,18.51,2.01
NASA_POWER,4.57781,-74.16628,2021-07-15,0.03,82.43,70.93,19.17,1.55
NASA_POWER,4.57781,-74.16628,2021-07-16,4.33,82.38,72.44,19.22,1.54
NASA_POWER,4.57781,-74.16628,2021-07-17,2.09,82.36,73.15,19.44,1.59
NASA_POWER,4.57781,-74.16628,2021-07-18,12.5,82.35,73.59,19.6,2.69
NASA_POWER,4.57781,-74.16628,2021-07-19,16.05,82.39,75.7,18.55,2.9
NASA_POWER,4.57781,-74.16628,2021-07-20,2.58,82.33,75.69,18.14,2.47
NASA_POWER,4.57781,-74.16628,2021-07-21,1.06,82.38,76.45,18.77,2.17
NASA_POWER,4.57781,-74.16628,2021-07-22,0.12,82.47,74.49,18.57,2.34
NASA_POWER,4.57781,-74.16628,2021-07-23,0.02,82.48,74.6,18.81,1.46
NASA_POWER,4.57781,-74.16628,2021-07-24,0.92,82.48,79.66,18.38,0.87
NASA_POWER,4.57781,-74.16628,2021-07-25,1.14,82.49,78.62,18.54,0.61
NASA_POWER,4.57781,-74.16628,2021-07-26,0.22,82.46,72.45,19.47,1.22
NASA_POWER,4.57781,-74.16628,2021-07-27,0.21,82.46,72.91,19.43,0.82
NASA_POWER,4.57781,-74.16628,2021-07-28,2.81,82.39,73.93,19.36,1.45
NASA_POWER,4.57781,-74.16628,2021-07-29,0.37,82.38,73.61,19.05,1.65
NASA_POWER,4.57781,-74.16628,2021-07-30,0.01,82.43,72.82,19.3,1.74
NASA_POWER,4.57781,-74.16628,2021-07-31,0.06,82.48,72.23,19.48,1.78
NASA_POWER,4.57781,-74.16628,2021-08-01,0.0,82.53,72.04,19.34,2.27
NASA_POWER,4.57781,-74.16628,2021-08-02,10.16,82.55,76.37,17.88,2.45
NASA_POWER,4.57781,-74.16628,2021-08-03,2.66,82.59,75.26,17.4,2.27
NASA_POWER,4.57781,-74.16628,2021-08-04,0.0,82.61,71.71,17.83,1.74
NASA_POWER,4.57781,-74.16628,2021-08-05,1.9,82.6,73.87,18.1,1.61
NASA_POWER,4.57781,-74.16628,2021-08-06,0.16,82.58,74.81,18.25,1.18
NASA_POWER,4.57781,-74.16628,2021-08-07,0.0,82.49,70.25,19.81,0.83
NASA_POWER,4.57781,-74.16628,2021-08-08,0.0,82.46,80.55,18.54,0.92
NASA_POWER,4.57781,-74.16628,2021-08-09,0.0,82.44,73.72,19.69,1.04
NASA_POWER,4.57781,-74.16628,2021-08-10,9.28,82.45,73.18,19.55,2.3
NASA_POWER,4.57781,-74.16628,2021-08-11,2.12,82.46,72.51,19.06,1.72
NASA_POWER,4.57781,-74.16628,2021-08-12,10.57,82.49,74.71,19.07,0.96
NASA_POWER,4.57781,-74.16628,2021-08-13,1.08,82.5,75.65,18.87,1.12
NASA_POWER,4.57781,-74.16628,2021-08-14,4.79,82.55,75.71,18.71,1.17
NASA_POWER,4.57781,-74.16628,2021-08-15,4.07,82.48,78.2,18.44,0.76
NASA_POWER,4.57781,-74.16628,2021-08-16,5.47,82.37,75.74,19.12,1.06
NASA_POWER,4.57781,-74.16628,2021-08-17,1.58,82.39,73.89,19.63,0.8
NASA_POWER,4.57781,-74.16628,2021-08-18,6.26,82.47,75.6,19.56,0.79
NASA_POWER,4.57781,-74.16628,2021-08-19,0.7,82.38,76.06,19.42,0.92
NASA_POWER,4.57781,-74.16628,2021-08-20,0.06,82.25,74.74,19.34,0.61
NASA_POWER,4.57781,-74.16628,2021-08-21,0.39,82.24,73.44,19.41,0.95
NASA_POWER,4.57781,-74.16628,2021-08-22,0.13,82.21,70.36,19.95,1.46
NASA_POWER,4.57781,-74.16628,2021-08-23,0.13,82.15,73.67,20.03,0.56
NASA_POWER,4.57781,-74.16628,2021-08-24,5.76,82.11,74.85,19.66,0.64
NASA_POWER,4.57781,-74.16628,2021-08-25,1.77,82.17,73.86,20.66,0.83
NASA_POWER,4.57781,-74.16628,2021-08-26,1.2,82.24,68.85,20.23,1.41
NASA_POWER,4.57781,-74.16628,2021-08-27,0.21,82.28,70.12,19.41,1.41
NASA_POWER,4.57781,-74.16628,2021-08-28,0.03,82.35,64.71,19.83,1.86
NASA_POWER,4.57781,-74.16628,2021-08-29,0.37,82.4,71.73,19.15,1.52
NASA_POWER,4.57781,-74.16628,2021-08-30,0.14,82.35,70.01,18.89,1.44
NASA_POWER,4.57781,-74.16628,2021-08-31,0.12,82.38,67.36,19.84,0.58
NASA_POWER,4.57781,-74.16628,2021-09-01,5.16,82.42,73.52,19.55,0.96
NASA_POWER,4.57781,-74.16628,2021-09-02,0.09,82.41,68.29,19.83,1.14
NASA_POWER,4.57781,-74.16628,2021-09-03,15.19,82.34,72.67,19.59,1.04
NASA_POWER,4.57781,-74.16628,2021-09-04,0.03,82.26,72.54,19.84,1.17
NASA_POWER,4.57781,-74.16628,2021-09-05,18.43,82.3,77.66,19.24,0.78
NASA_POWER,4.57781,-74.16628,2021-09-06,5.02,82.43,81.35,18.15,0.98
NASA_POWER,4.57781,-74.16628,2021-09-07,0.43,82.42,73.1,19.21,0.82
NASA_POWER,4.57781,-74.16628,2021-09-08,0.42,82.35,70.87,19.99,1.24
NASA_POWER,4.57781,-74.16628,2021-09-09,0.06,82.33,66.96,20.56,1.58
NASA_POWER,4.57781,-74.16628,2021-09-10,0.08,82.35,68.14,19.33,1.62
NASA_POWER,4.57781,-74.16628,2021-09-11,13.54,82.43,72.13,19.01,1.48
NASA_POWER,4.57781,-74.16628,2021-09-12,9.37,82.52,72.36,18.73,2.16
NASA_POWER,4.57781,-74.16628,2021-09-13,0.14,82.51,66.24,19.39,1.14
NASA_POWER,4.57781,-74.16628,2021-09-14,0.2,82.4,68.88,20.09,0.8
NASA_POWER,4.57781,-74.16628,2021-09-15,2.3,82.42,72.45,19.4,1.15
NASA_POWER,4.57781,-74.16628,2021-09-16,0.3,82.49,69.79,18.73,1.98
NASA_POWER,4.57781,-74.16628,2021-09-17,1.35,82.46,68.0,19.21,2.01
NASA_POWER,4.57781,-74.16628,2021-09-18,0.44,82.36,68.17,18.39,1.42
NASA_POWER,4.57781,-74.16628,2021-09-19,0.02,82.32,67.3,19.06,0.71
NASA_POWER,4.57781,-74.16628,2021-09-20,0.73,82.31,73.04,19.66,0.7
NASA_POWER,4.57781,-74.16628,2021-09-21,18.58,82.34,73.55,19.55,1.1
NASA_POWER,4.57781,-74.16628,2021-09-22,20.39,82.33,78.95,18.72,1.5
NASA_POWER,4.57781,-74.16628,2021-09-23,1.68,82.35,74.45,18.66,1.42
NASA_POWER,4.57781,-74.16628,2021-09-24,10.9,82.42,74.93,18.22,2.14
NASA_POWER,4.57781,-74.16628,2021-09-25,14.59,82.48,77.95,17.75,2.04
NASA_POWER,4.57781,-74.16628,2021-09-26,0.43,82.44,70.93,18.68,1.71
NASA_POWER,4.57781,-74.16628,2021-09-27,0.0,82.45,71.13,19.03,1.09
NASA_POWER,4.57781,-74.16628,2021-09-28,3.77,82.38,72.68,19.11,1.06
NASA_POWER,4.57781,-74.16628,2021-09-29,0.28,82.35,72.51,19.16,0.73
NASA_POWER,4.57781,-74.16628,2021-09-30,1.08,82.37,77.66,18.45,0.77
NASA_POWER,4.57781,-74.16628,2021-10-01,0.19,82.26,70.02,19.75,1.34
NASA_POWER,4.57781,-74.16628,2021-10-02,0.08,82.22,70.72,20.45,0.9
NASA_POWER,4.57781,-74.16628,2021-10-03,1.26,82.12,71.93,20.99,0.68
NASA_POWER,4.57781,-74.16628,2021-10-04,1.2,82.12,73.99,20.85,0.73
NASA_POWER,4.57781,-74.16628,2021-10-05,8.3,82.19,80.67,19.77,0.78
NASA_POWER,4.57781,-74.16628,2021-10-06,2.25,82.21,73.21,20.58,1.56
NASA_POWER,4.57781,-74.16628,2021-10-07,0.03,82.19,70.61,20.48,1.06
NASA_POWER,4.57781,-74.16628,2021-10-08,0.0,82.25,70.28,20.03,1.06
NASA_POWER,4.57781,-74.16628,2021-10-09,7.86,82.25,75.89,20.03,0.59
NASA_POWER,4.57781,-74.16628,2021-10-10,10.61,82.3,79.54,19.31,0.8
NASA_POWER,4.57781,-74.16628,2021-10-11,0.35,82.38,82.53,19.12,0.42
NASA_POWER,4.57781,-74.16628,2021-10-12,0.32,82.32,72.07,20.17,1.18
NASA_POWER,4.57781,-74.16628,2021-10-13,0.01,82.29,71.55,20.53,0.8
NASA_POWER,4.57781,-74.16628,2021-10-14,0.1,82.24,79.8,19.6,0.75
NASA_POWER,4.57781,-74.16628,2021-10-15,2.71,82.26,73.22,20.66,1.03
NASA_POWER,4.57781,-74.16628,2021-10-16,2.69,82.37,81.84,18.94,0.58
NASA_POWER,4.57781,-74.16628,2021-10-17,2.25,82.44,78.67,18.93,0.63
NASA_POWER,4.57781,-74.16628,2021-10-18,0.02,82.38,71.2,19.57,0.55
NASA_POWER,4.57781,-74.16628,2021-10-19,1.25,82.4,70.74,19.9,0.82
NASA_POWER,4.57781,-74.16628,2021-10-20,1.01,82.41,70.86,20.32,0.78
NASA_POWER,4.57781,-74.16628,2021-10-21,1.32,82.4,79.46,19.16,0.71
NASA_POWER,4.57781,-74.16628,2021-10-22,3.0,82.32,75.98,19.95,1.0
NASA_POWER,4.57781,-74.16628,2021-10-23,2.56,82.32,75.92,20.27,1.03
NASA_POWER,4.57781,-74.16628,2021-10-24,12.21,82.38,78.6,19.75,1.04
NASA_POWER,4.57781,-74.16628,2021-10-25,10.18,82.44,84.26,19.18,0.83
NASA_POWER,4.57781,-74.16628,2021-10-26,10.54,82.36,83.67,19.1,0.73
NASA_POWER,4.57781,-74.16628,2021-10-27,4.52,82.39,79.72,18.64,0.71
NASA_POWER,4.57781,-74.16628,2021-10-28,6.23,82.43,83.53,18.87,0.81
NASA_POWER,4.57781,-74.16628,2021-10-29,0.89,82.43,86.03,17.69,0.8
NASA_POWER,4.57781,-74.16628,2021-10-30,1.16,82.35,82.7,18.1,1.04
NASA_POWER,4.57781,-74.16628,2021-10-31,1.34,82.42,84.91,17.62,0.77
NASA_POWER,4.57781,-74.16628,2021-11-01,0.53,82.39,79.97,18.87,1.15
NASA_POWER,4.57781,-74.16628,2021-11-02,0.39,82.35,78.2,18.78,1.05
NASA_POWER,4.57781,-74.16628,2021-11-03,0.29,82.33,78.57,18.93,1.18
NASA_POWER,4.57781,-74.16628,2021-11-04,8.64,82.3,83.72,18.27,1.13
NASA_POWER,4.57781,-74.16628,2021-11-05,7.25,82.27,77.12,19.99,0.71
NASA_POWER,4.57781,-74.16628,2021-11-06,0.25,82.29,70.11,20.48,0.81
NASA_POWER,4.57781,-74.16628,2021-11-07,0.12,82.33,65.82,20.48,0.85
NASA_POWER,4.57781,-74.16628,2021-11-08,7.59,82.32,79.45,19.63,0.88
NASA_POWER,4.57781,-74.16628,2021-11-09,2.56,82.3,79.06,19.27,0.56
NASA_POWER,4.57781,-74.16628,2021-11-10,1.24,82.25,78.1,19.18,1.36
NASA_POWER,4.57781,-74.16628,2021-11-11,2.02,82.25,77.32,19.44,0.87
NASA_POWER,4.57781,-74.16628,2021-11-12,0.26,82.29,72.58,19.53,1.19
NASA_POWER,4.57781,-74.16628,2021-11-13,0.0,82.25,70.21,19.49,0.75
NASA_POWER,4.57781,-74.16628,2021-11-14,0.05,82.22,75.31,19.82,0.93
NASA_POWER,4.57781,-74.16628,2021-11-15,3.3,82.21,77.93,20.09,1.03
NASA_POWER,4.57781,-74.16628,2021-11-16,1.99,82.19,81.66,19.28,1.16
NASA_POWER,4.57781,-74.16628,2021-11-17,1.49,82.22,77.29,19.48,1.24
NASA_POWER,4.57781,-74.16628,2021-11-18,2.6,82.22,78.53,18.99,1.33
NASA_POWER,4.57781,-74.16628,2021-11-19,1.32,82.24,77.28,19.02,1.07
NASA_POWER,4.57781,-74.16628,2021-11-20,0.07,82.22,75.22,19.28,0.92
NASA_POWER,4.57781,-74.16628,2021-11-21,14.09,82.23,78.45,19.12,0.63
NASA_POWER,4.57781,-74.16628,2021-11-22,8.72,82.21,80.09,19.17,0.73
NASA_POWER,4.57781,-74.16628,2021-11-23,8.78,82.29,88.09,18.08,0.44
NASA_POWER,4.57781,-74.16628,2021-11-24,3.86,82.31,85.74,18.48,0.77
NASA_POWER,4.57781,-74.16628,2021-11-25,1.03,82.35,85.69,17.95,0.54
NASA_POWER,4.57781,-74.16628,2021-11-26,0.05,82.28,77.25,19.06,0.71
NASA_POWER,4.57781,-74.16628,2021-11-27,0.02,82.28,75.64,19.46,0.75
NASA_POWER,4.57781,-74.16628,2021-11-28,0.01,82.22,73.91,19.8,0.8
NASA_POWER,4.57781,-74.16628,2021-11-29,1.76,82.2,79.84,19.26,0.81
NASA_POWER,4.57781,-74.16628,2021-11-30,6.2,82.28,78.98,19.11,0.7
NASA_POWER,4.57781,-74.16628,2021-12-01,1.01,82.32,75.9,19.46,1.07
NASA_POWER,4.57781,-74.16628,2021-12-02,8.05,82.25,75.54,19.62,1.08
NASA_POWER,4.57781,-74.16628,2021-12-03,1.51,82.17,73.07,19.62,0.99
NASA_POWER,4.57781,-74.16628,2021-12-04,0.5,82.19,71.96,20.31,0.98
NASA_POWER,4.57781,-74.16628,2021-12-05,0.84,82.25,71.54,20.75,0.79
NASA_POWER,4.57781,-74.16628,2021-12-06,1.23,82.29,71.28,20.8,0.64
NASA_POWER,4.57781,-74.16628,2021-12-07,0.85,82.24,69.69,20.98,1.12
NASA_POWER,4.57781,-74.16628,2021-12-08,0.58,82.26,70.32,20.96,0.63
NASA_POWER,4.57781,-74.16628,2021-12-09,1.05,82.22,77.72,19.86,1.01
NASA_POWER,4.57781,-74.16628,2021-12-10,8.78,82.14,79.89,19.5,0.97
NASA_POWER,4.57781,-74.16628,2021-12-11,1.53,82.14,80.45,19.22,0.86
NASA_POWER,4.57781,-74.16628,2021-12-12,2.12,82.24,81.73,19.01,1.44
NASA_POWER,4.57781,-74.16628,2021-12-13,0.73,82.25,79.68,18.93,1.13
NASA_POWER,4.57781,-74.16628,2021-12-14,0.0,82.23,73.64,19.81,1.2
NASA_POWER,4.57781,-74.16628,2021-12-15,0.0,82.18,76.14,19.66,1.02
NASA_POWER,4.57781,-74.16628,2021-12-16,0.0,82.09,75.58,20.13,1.39
NASA_POWER,4.57781,-74.16628,2021-12-17,3.34,82.18,76.82,19.58,1.25
NASA_POWER,4.57781,-74.16628,2021-12-18,3.8,82.28,79.05,19.11,0.96
NASA_POWER,4.57781,-74.16628,2021-12-19,0.22,82.22,75.97,19.72,1.41
NASA_POWER,4.57781,-74.16628,2021-12-20,0.61,82.2,76.48,19.79,1.16
NASA_POWER,4.57781,-74.16628,2021-12-21,1.4,82.17,80.52,19.62,1.35
NASA_POWER,4.57781,-74.16628,2021-12-22,1.27,82.31,82.59,19.11,1.59
NASA_POWER,4.57781,-74.16628,2021-12-23,0.73,82.37,79.85,19.48,1.22
NASA_POWER,4.57781,-74.16628,2021-12-24,1.27,82.33,85.86,18.66,0.79
NASA_POWER,4.57781,-74.16628,2021-12-25,0.18,82.27,78.01,19.82,0.73
NASA_POWER,4.57781,-74.16628,2021-12-26,1.67,82.29,71.22,20.25,0.96
NASA_POWER,4.57781,-74.16628,2021-12-27,6.58,82.29,83.06,19.02,0.7
NASA_POWER,4.57781,-74.16628,2021-12-28,7.19,82.25,78.93,19.58,0.82
NASA_POWER,4.57781,-74.16628,2021-12-29,5.45,82.31,76.83,19.68,0.84
NASA_POWER,4.57781,-74.16628,2021-12-30,1.75,82.29,76.31,19.59,1.16
NASA_POWER,4.57781,-74.16628,2021-12-31,1.24,82.17,73.44,20.28,0.9
NASA_POWER,4.57781,-74.16628,2022-01-01,2.78,82.24,74.01,19.16,1.07
NASA_POWER,4.57781,-74.16628,2022-01-02,4.44,82.34,68.05,18.88,1.24
NASA_POWER,4.57781,-74.16628,2022-01-03,1.76,82.4,74.46,18.82,1.29
