source,lat,lon,year,PRECTOTCORR,PS,RH2M,T2M,WS2M
NASA_POWER,4.57256,-74.08381,2023,1918.58,82.33682494879672,80.2172396953405,18.87026785714286,1.1764971198156682
NASA_POWER,4.57256,-74.08381,2024,1816.08,82.35283503275244,77.74050948584848,19.67320142751205,1.186681621554814
NASA_POWER,4.76125,-74.09346,2021,977.86,84.54678878648234,72.43982930107528,21.07174916794675,0.937376728110599
NASA_POWER,4.76125,-74.09346,2022,1981.25,84.56186853558627,80.83137730414747,19.871281810035843,0.9207364951356887
NASA_POWER,4.76125,-74.09346,2023,1570.77,84.56221294162826,78.08568701996928,20.603959165386584,0.9455518433179724
NASA_POWER,4.76125,-74.09346,2024,1607.1100000000001,84.57874230626622,76.28932078853046,21.33943010752688,0.9442607526881721
NASA_POWER,4.57623,-74.13096,2021,1285.22,82.32054473886329,76.37003142601127,19.120459165386585,1.1040883256528418
NASA_POWER,4.57623,-74.13096,2022,2204.0,82.3238596390169,80.06790616999488,18.535669738863287,1.015181579621096
NASA_POWER,4.57623,-74.13096,2023,1918.58,82.33682494879672,80.2172396953405,18.87026785714286,1.1764971198156682
NASA_POWER,4.57623,-74.13096,2024,1816.08,82.35283503275244,77.74050948584848,19.67320142751205,1.186681621554814
NASA_POWER,4.53206,-74.11714,2021,1285.22,82.32054473886329,76.37003142601127,19.120459165386585,1.1040883256528418
NASA_POWER,4.53206,-74.11714,2022,2204.0,82.3238596390169,80.06790616999488,18.535669738863287,1.015181579621096
NASA_POWER,4.53206,-74.11714,2023,1918.58,82.33682494879672,80.2172396953405,18.87026785714286,1.1764971198156682
NASA_POWER,4.53206,-74.11714,2024,1816.08,82.35283503275244,77.74050948584848,19.67320142751205,1.186681621554814
