Row,Column,Year,Population,Race,Ethnicity,Gender,AgeRange
1,1,2024,2486,ALL,ALL,Mujer,60TO64
1,1,2024,1953,ALL,ALL,Mujer,65TO69
1,1,2024,1403,ALL,ALL,Mujer,70TO74
1,1,2024,939,ALL,ALL,Mujer,75TO79
1,1,2024,563,ALL,ALL,Mujer,80TO84
1,1,2024,315,ALL,ALL,Mujer,85TO89
1,1,2024,143,ALL,ALL,Mujer,90TO94
1,1,2024,51,ALL,ALL,Mujer,95TO99
1,18,2021,15021,ALL,ALL,Hombre,0TO4
1,18,2021,14218,ALL,ALL,Hombre,10TO14
1,18,2021,46,ALL,ALL,Hombre,100UP
1,18,2021,15469,ALL,ALL,Hombre,15TO19
1,18,2021,18131,ALL,ALL,Hombre,20TO24
1,18,2021,19303,ALL,ALL,Hombre,25TO29
1,18,2021,16597,ALL,ALL,Hombre,30TO34
1,18,2021,14231,ALL,ALL,Hombre,35TO39
1,18,2021,12499,ALL,ALL,Hombre,40TO44
1,18,2021,10595,ALL,ALL,Hombre,45TO49
1,18,2021,13795,ALL,ALL,Hombre,5TO9
1,18,2021,10871,ALL,ALL,Hombre,50TO54
1,18,2021,10218,ALL,ALL,Hombre,55TO59
1,18,2021,8025,ALL,ALL,Hombre,60TO64
1,18,2021,5579,ALL,ALL,Hombre,65TO69
1,18,2021,3838,ALL,ALL,Hombre,70TO74
1,18,2021,2486,ALL,ALL,Hombre,75TO79
1,18,2021,1405,ALL,ALL,Hombre,80TO84
1,18,2021,684,ALL,ALL,Hombre,85TO89
1,18,2021,284,ALL,ALL,Hombre,90TO94
1,18,2021,81,ALL,ALL,Hombre,95TO99
1,18,2021,14826,ALL,ALL,Mujer,0TO4
1,18,2021,14023,ALL,ALL,Mujer,10TO14
1,18,2021,69,ALL,ALL,Mujer,100UP
1,18,2021,15326,ALL,ALL,Mujer,15TO19
1,18,2021,18228,ALL,ALL,Mujer,20TO24
1,18,2021,19343,ALL,ALL,Mujer,25TO29
1,18,2021,16923,ALL,ALL,Mujer,30TO34
1,18,2021,15345,ALL,ALL,Mujer,35TO39
1,18,2021,13518,ALL,ALL,Mujer,40TO44
1,18,2021,12458,ALL,ALL,Mujer,45TO49
1,18,2021,13135,ALL,ALL,Mujer,5TO9
1,18,2021,12740,ALL,ALL,Mujer,50TO54
1,18,2021,12255,ALL,ALL,Mujer,55TO59
1,18,2021,9791,ALL,ALL,Mujer,60TO64
1,18,2021,7250,ALL,ALL,Mujer,65TO69
1,18,2021,5154,ALL,ALL,Mujer,70TO74
1,18,2021,3546,ALL,ALL,Mujer,75TO79
1,18,2021,2083,ALL,ALL,Mujer,80TO84
1,18,2021,1047,ALL,ALL,Mujer,85TO89
1,18,2021,450,ALL,ALL,Mujer,90TO94
1,18,2021,174,ALL,ALL,Mujer,95TO99
1,18,2022,15498,ALL,ALL,Hombre,0TO4
1,18,2022,13913,ALL,ALL,Hombre,10TO14
1,18,2022,46,ALL,ALL,Hombre,100UP
1,18,2022,15052,ALL,ALL,Hombre,15TO19
1,18,2022,17584,ALL,ALL,Hombre,20TO24
1,18,2022,19373,ALL,ALL,Hombre,25TO29
1,18,2022,16877,ALL,ALL,Hombre,30TO34
1,18,2022,14310,ALL,ALL,Hombre,35TO39
1,18,2022,12756,ALL,ALL,Hombre,40TO44
1,18,2022,10744,ALL,ALL,Hombre,45TO49
1,18,2022,13711,ALL,ALL,Hombre,5TO9
1,18,2022,10665,ALL,ALL,Hombre,50TO54
1,18,2022,10480,ALL,ALL,Hombre,55TO59
1,18,2022,8411,ALL,ALL,Hombre,60TO64
1,18,2022,5846,ALL,ALL,Hombre,65TO69
1,18,2022,3977,ALL,ALL,Hombre,70TO74
1,18,2022,2645,ALL,ALL,Hombre,75TO79
1,18,2022,1507,ALL,ALL,Hombre,80TO84
1,18,2022,742,ALL,ALL,Hombre,85TO89
1,18,2022,319,ALL,ALL,Hombre,90TO94
1,18,2022,133,ALL,ALL,Hombre,95TO99
1,18,2022,15402,ALL,ALL,Mujer,0TO4
1,18,2022,13546,ALL,ALL,Mujer,10TO14
1,18,2022,72,ALL,ALL,Mujer,100UP
1,18,2022,14909,ALL,ALL,Mujer,15TO19
1,18,2022,17620,ALL,ALL,Mujer,20TO24
1,18,2022,19467,ALL,ALL,Mujer,25TO29
1,18,2022,17193,ALL,ALL,Mujer,30TO34
1,18,2022,15472,ALL,ALL,Mujer,35TO39
1,18,2022,13858,ALL,ALL,Mujer,40TO44
1,18,2022,12393,ALL,ALL,Mujer,45TO49
1,18,2022,13037,ALL,ALL,Mujer,5TO9
1,18,2022,12567,ALL,ALL,Mujer,50TO54
1,18,2022,12361,ALL,ALL,Mujer,55TO59
1,18,2022,10223,ALL,ALL,Mujer,60TO64
1,18,2022,7629,ALL,ALL,Mujer,65TO69
1,18,2022,5494,ALL,ALL,Mujer,70TO74
1,18,2022,3732,ALL,ALL,Mujer,75TO79
1,18,2022,2308,ALL,ALL,Mujer,80TO84
1,18,2022,1107,ALL,ALL,Mujer,85TO89
1,18,2022,493,ALL,ALL,Mujer,90TO94
1,18,2022,202,ALL,ALL,Mujer,95TO99
1,18,2023,16224,ALL,ALL,Hombre,0TO4
1,18,2023,13586,ALL,ALL,Hombre,10TO14
1,18,2023,46,ALL,ALL,Hombre,100UP
1,18,2023,14682,ALL,ALL,Hombre,15TO19
1,18,2023,16957,ALL,ALL,Hombre,20TO24
1,18,2023,19430,ALL,ALL,Hombre,25TO29
1,18,2023,17104,ALL,ALL,Hombre,30TO34
1,18,2023,14417,ALL,ALL,Hombre,35TO39
1,18,2023,12979,ALL,ALL,Hombre,40TO44
1,18,2023,10978,ALL,ALL,Hombre,45TO49
1,18,2023,13701,ALL,ALL,Hombre,5TO9
1,18,2023,10478,ALL,ALL,Hombre,50TO54
1,18,2023,10586,ALL,ALL,Hombre,55TO59
1,18,2023,8689,ALL,ALL,Hombre,60TO64
1,18,2023,6170,ALL,ALL,Hombre,65TO69
1,18,2023,4097,ALL,ALL,Hombre,70TO74
1,18,2023,2786,ALL,ALL,Hombre,75TO79
1,18,2023,1571,ALL,ALL,Hombre,80TO84
1,18,2023,782,ALL,ALL,Hombre,85TO89
1,18,2023,333,ALL,ALL,Hombre,90TO94
1,18,2023,135,ALL,ALL,Hombre,95TO99
1,18,2023,16015,ALL,ALL,Mujer,0TO4
1,18,2023,13223,ALL,ALL,Mujer,10TO14
1,18,2023,71,ALL,ALL,Mujer,100UP
1,18,2023,14523,ALL,ALL,Mujer,15TO19
1,18,2023,17177,ALL,ALL,Mujer,20TO24
1,18,2023,19403,ALL,ALL,Mujer,25TO29
1,18,2023,17601,ALL,ALL,Mujer,30TO34
1,18,2023,15575,ALL,ALL,Mujer,35TO39
1,18,2023,14028,ALL,ALL,Mujer,40TO44
1,18,2023,12522,ALL,ALL,Mujer,45TO49
1,18,2023,13083,ALL,ALL,Mujer,5TO9
1,18,2023,12398,ALL,ALL,Mujer,50TO54
1,18,2023,12531,ALL,ALL,Mujer,55TO59
1,18,2023,10583,ALL,ALL,Mujer,60TO64
1,18,2023,8041,ALL,ALL,Mujer,65TO69
1,18,2023,5715,ALL,ALL,Mujer,70TO74
1,18,2023,3930,ALL,ALL,Mujer,75TO79
1,18,2023,2435,ALL,ALL,Mujer,80TO84
1,18,2023,1206,ALL,ALL,Mujer,85TO89
1,18,2023,506,ALL,ALL,Mujer,90TO94
1,18,2023,201,ALL,ALL,Mujer,95TO99
1,18,2024,16710,ALL,ALL,Hombre,0TO4
1,18,2024,13483,ALL,ALL,Hombre,10TO14
1,18,2024,32,ALL,ALL,Hombre,100UP
1,18,2024,14360,ALL,ALL,Hombre,15TO19
1,18,2024,16342,ALL,ALL,Hombre,20TO24
1,18,2024,19106,ALL,ALL,Hombre,25TO29
1,18,2024,17416,ALL,ALL,Hombre,30TO34
1,18,2024,14704,ALL,ALL,Hombre,35TO39
1,18,2024,13186,ALL,ALL,Hombre,40TO44
1,18,2024,11173,ALL,ALL,Hombre,45TO49
1,18,2024,13758,ALL,ALL,Hombre,5TO9
1,18,2024,10340,ALL,ALL,Hombre,50TO54
1,18,2024,10687,ALL,ALL,Hombre,55TO59
1,18,2024,8967,ALL,ALL,Hombre,60TO64
1,18,2024,6513,ALL,ALL,Hombre,65TO69
1,18,2024,4401,ALL,ALL,Hombre,70TO74
1,18,2024,2878,ALL,ALL,Hombre,75TO79
1,18,2024,1635,ALL,ALL,Hombre,80TO84
1,18,2024,779,ALL,ALL,Hombre,85TO89
1,18,2024,322,ALL,ALL,Hombre,90TO94
1,18,2024,111,ALL,ALL,Hombre,95TO99
1,18,2024,16279,ALL,ALL,Mujer,0TO4
1,18,2024,12936,ALL,ALL,Mujer,10TO14
1,18,2024,52,ALL,ALL,Mujer,100UP
1,18,2024,14369,ALL,ALL,Mujer,15TO19
1,18,2024,16468,ALL,ALL,Mujer,20TO24
1,18,2024,19168,ALL,ALL,Mujer,25TO29
1,18,2024,18085,ALL,ALL,Mujer,30TO34
1,18,2024,15691,ALL,ALL,Mujer,35TO39
1,18,2024,14425,ALL,ALL,Mujer,40TO44
1,18,2024,12647,ALL,ALL,Mujer,45TO49
1,18,2024,13153,ALL,ALL,Mujer,5TO9
1,18,2024,12416,ALL,ALL,Mujer,50TO54
1,18,2024,12556,ALL,ALL,Mujer,55TO59
1,18,2024,11031,ALL,ALL,Mujer,60TO64
1,18,2024,8506,ALL,ALL,Mujer,65TO69
1,18,2024,6059,ALL,ALL,Mujer,70TO74
1,18,2024,4067,ALL,ALL,Mujer,75TO79
1,18,2024,2498,ALL,ALL,Mujer,80TO84
1,18,2024,1196,ALL,ALL,Mujer,85TO89
1,18,2024,447,ALL,ALL,Mujer,90TO94
1,18,2024,154,ALL,ALL,Mujer,95TO99
1,10,2021,16700,ALL,ALL,Hombre,0TO4
1,10,2021,15615,ALL,ALL,Hombre,10TO14
1,10,2021,13,ALL,ALL,Hombre,100UP
1,10,2021,16332,ALL,ALL,Hombre,15TO19
1,10,2021,18996,ALL,ALL,Hombre,20TO24
1,10,2021,19419,ALL,ALL,Hombre,25TO29
1,10,2021,16544,ALL,ALL,Hombre,30TO34
1,10,2021,14571,ALL,ALL,Hombre,35TO39
1,10,2021,12249,ALL,ALL,Hombre,40TO44
1,10,2021,10170,ALL,ALL,Hombre,45TO49
1,10,2021,15606,ALL,ALL,Hombre,5TO9
1,10,2021,9425,ALL,ALL,Hombre,50TO54
1,10,2021,8647,ALL,ALL,Hombre,55TO59
1,10,2021,7236,ALL,ALL,Hombre,60TO64
1,10,2021,5325,ALL,ALL,Hombre,65TO69
1,10,2021,3290,ALL,ALL,Hombre,70TO74
1,10,2021,2074,ALL,ALL,Hombre,75TO79
1,10,2021,948,ALL,ALL,Hombre,80TO84
1,10,2021,379,ALL,ALL,Hombre,85TO89
1,10,2021,130,ALL,ALL,Hombre,90TO94
1,10,2021,30,ALL,ALL,Hombre,95TO99
1,10,2021,16140,ALL,ALL,Mujer,0TO4
1,10,2021,14878,ALL,ALL,Mujer,10TO14
1,10,2021,35,ALL,ALL,Mujer,100UP
1,10,2021,15881,ALL,ALL,Mujer,15TO19
1,10,2021,18725,ALL,ALL,Mujer,20TO24
1,10,2021,18923,ALL,ALL,Mujer,25TO29
1,10,2021,16209,ALL,ALL,Mujer,30TO34
1,10,2021,14979,ALL,ALL,Mujer,35TO39
1,10,2021,13003,ALL,ALL,Mujer,40TO44
1,10,2021,11519,ALL,ALL,Mujer,45TO49
1,10,2021,14640,ALL,ALL,Mujer,5TO9
1,10,2021,11211,ALL,ALL,Mujer,50TO54
1,10,2021,10426,ALL,ALL,Mujer,55TO59
1,10,2021,8488,ALL,ALL,Mujer,60TO64
1,10,2021,6186,ALL,ALL,Mujer,65TO69
1,10,2021,3854,ALL,ALL,Mujer,70TO74
1,10,2021,2358,ALL,ALL,Mujer,75TO79
1,10,2021,1272,ALL,ALL,Mujer,80TO84
1,10,2021,627,ALL,ALL,Mujer,85TO89
1,10,2021,245,ALL,ALL,Mujer,90TO94
1,10,2021,68,ALL,ALL,Mujer,95TO99
1,10,2022,17571,ALL,ALL,Hombre,0TO4
1,10,2022,15750,ALL,ALL,Hombre,10TO14
1,10,2022,10,ALL,ALL,Hombre,100UP
1,10,2022,16150,ALL,ALL,Hombre,15TO19
1,10,2022,18531,ALL,ALL,Hombre,20TO24
1,10,2022,19853,ALL,ALL,Hombre,25TO29
1,10,2022,17154,ALL,ALL,Hombre,30TO34
1,10,2022,14925,ALL,ALL,Hombre,35TO39
1,10,2022,12791,ALL,ALL,Hombre,40TO44
1,10,2022,10404,ALL,ALL,Hombre,45TO49
1,10,2022,15462,ALL,ALL,Hombre,5TO9
1,10,2022,9660,ALL,ALL,Hombre,50TO54
1,10,2022,8846,ALL,ALL,Hombre,55TO59
1,10,2022,7530,ALL,ALL,Hombre,60TO64
1,10,2022,5682,ALL,ALL,Hombre,65TO69
1,10,2022,3673,ALL,ALL,Hombre,70TO74
1,10,2022,2226,ALL,ALL,Hombre,75TO79
1,10,2022,1125,ALL,ALL,Hombre,80TO84
1,10,2022,434,ALL,ALL,Hombre,85TO89
1,10,2022,166,ALL,ALL,Hombre,90TO94
1,10,2022,43,ALL,ALL,Hombre,95TO99
1,10,2022,16822,ALL,ALL,Mujer,0TO4
1,10,2022,14818,ALL,ALL,Mujer,10TO14
1,10,2022,36,ALL,ALL,Mujer,100UP
1,10,2022,15581,ALL,ALL,Mujer,15TO19
1,10,2022,18207,ALL,ALL,Mujer,20TO24
1,10,2022,19214,ALL,ALL,Mujer,25TO29
1,10,2022,16491,ALL,ALL,Mujer,30TO34
1,10,2022,14891,ALL,ALL,Mujer,35TO39
1,10,2022,13540,ALL,ALL,Mujer,40TO44
1,10,2022,11700,ALL,ALL,Mujer,45TO49
1,10,2022,14644,ALL,ALL,Mujer,5TO9
1,10,2022,11270,ALL,ALL,Mujer,50TO54
1,10,2022,10546,ALL,ALL,Mujer,55TO59
1,10,2022,8896,ALL,ALL,Mujer,60TO64
1,10,2022,6543,ALL,ALL,Mujer,65TO69
1,10,2022,4250,ALL,ALL,Mujer,70TO74
1,10,2022,2614,ALL,ALL,Mujer,75TO79
1,10,2022,1448,ALL,ALL,Mujer,80TO84
1,10,2022,714,ALL,ALL,Mujer,85TO89
1,10,2022,280,ALL,ALL,Mujer,90TO94
1,10,2022,89,ALL,ALL,Mujer,95TO99
1,10,2023,18639,ALL,ALL,Hombre,0TO4
1,10,2023,15746,ALL,ALL,Hombre,10TO14
1,10,2023,8,ALL,ALL,Hombre,100UP
1,10,2023,15921,ALL,ALL,Hombre,15TO19
1,10,2023,18263,ALL,ALL,Hombre,20TO24
1,10,2023,20112,ALL,ALL,Hombre,25TO29
1,10,2023,17667,ALL,ALL,Hombre,30TO34
1,10,2023,15200,ALL,ALL,Hombre,35TO39
1,10,2023,13350,ALL,ALL,Hombre,40TO44
1,10,2023,10700,ALL,ALL,Hombre,45TO49
1,10,2023,15300,ALL,ALL,Hombre,5TO9
1,10,2023,9839,ALL,ALL,Hombre,50TO54
1,10,2023,9054,ALL,ALL,Hombre,55TO59
1,10,2023,7767,ALL,ALL,Hombre,60TO64
1,10,2023,6123,ALL,ALL,Hombre,65TO69
1,10,2023,3917,ALL,ALL,Hombre,70TO74
1,10,2023,2355,ALL,ALL,Hombre,75TO79
1,10,2023,1266,ALL,ALL,Hombre,80TO84
1,10,2023,480,ALL,ALL,Hombre,85TO89
1,10,2023,166,ALL,ALL,Hombre,90TO94
1,10,2023,46,ALL,ALL,Hombre,95TO99
1,10,2023,17778,ALL,ALL,Mujer,0TO4
1,10,2023,14727,ALL,ALL,Mujer,10TO14
1,10,2023,34,ALL,ALL,Mujer,100UP
1,10,2023,15365,ALL,ALL,Mujer,15TO19
1,10,2023,17720,ALL,ALL,Mujer,20TO24
1,10,2023,19420,ALL,ALL,Mujer,25TO29
1,10,2023,16763,ALL,ALL,Mujer,30TO34
1,10,2023,15132,ALL,ALL,Mujer,35TO39
1,10,2023,13890,ALL,ALL,Mujer,40TO44
1,10,2023,11962,ALL,ALL,Mujer,45TO49
1,10,2023,14559,ALL,ALL,Mujer,5TO9
1,10,2023,11313,ALL,ALL,Mujer,50TO54
1,10,2023,10724,ALL,ALL,Mujer,55TO59
1,10,2023,9270,ALL,ALL,Mujer,60TO64
1,10,2023,6936,ALL,ALL,Mujer,65TO69
1,10,2023,4571,ALL,ALL,Mujer,70TO74
1,10,2023,2803,ALL,ALL,Mujer,75TO79
1,10,2023,1593,ALL,ALL,Mujer,80TO84
1,10,2023,763,ALL,ALL,Mujer,85TO89
1,10,2023,304,ALL,ALL,Mujer,90TO94
1,10,2023,99,ALL,ALL,Mujer,95TO99
1,10,2024,19369,ALL,ALL,Hombre,0TO4
1,10,2024,15680,ALL,ALL,Hombre,10TO14
1,10,2024,3,ALL,ALL,Hombre,100UP
1,10,2024,15721,ALL,ALL,Hombre,15TO19
1,10,2024,17923,ALL,ALL,Hombre,20TO24
1,10,2024,20072,ALL,ALL,Hombre,25TO29
1,10,2024,18239,ALL,ALL,Hombre,30TO34
1,10,2024,15626,ALL,ALL,Hombre,35TO39
1,10,2024,13768,ALL,ALL,Hombre,40TO44
1,10,2024,11126,ALL,ALL,Hombre,45TO49
1,10,2024,15551,ALL,ALL,Hombre,5TO9
1,10,2024,10126,ALL,ALL,Hombre,50TO54
1,10,2024,9274,ALL,ALL,Hombre,55TO59
1,10,2024,8062,ALL,ALL,Hombre,60TO64
1,10,2024,6466,ALL,ALL,Hombre,65TO69
1,10,2024,4299,ALL,ALL,Hombre,70TO74
1,10,2024,2539,ALL,ALL,Hombre,75TO79
1,10,2024,1348,ALL,ALL,Hombre,80TO84
1,10,2024,503,ALL,ALL,Hombre,85TO89
1,10,2024,165,ALL,ALL,Hombre,90TO94
1,10,2024,34,ALL,ALL,Hombre,95TO99
1,10,2024,18463,ALL,ALL,Mujer,0TO4
1,10,2024,14721,ALL,ALL,Mujer,10TO14
1,10,2024,25,ALL,ALL,Mujer,100UP
1,10,2024,15139,ALL,ALL,Mujer,15TO19
1,10,2024,17201,ALL,ALL,Mujer,20TO24
1,10,2024,19442,ALL,ALL,Mujer,25TO29
1,10,2024,17206,ALL,ALL,Mujer,30TO34
1,10,2024,15395,ALL,ALL,Mujer,35TO39
1,10,2024,14297,ALL,ALL,Mujer,40TO44
1,10,2024,12262,ALL,ALL,Mujer,45TO49
1,10,2024,14708,ALL,ALL,Mujer,5TO9
1,10,2024,11519,ALL,ALL,Mujer,50TO54
1,10,2024,10961,ALL,ALL,Mujer,55TO59
1,10,2024,9601,ALL,ALL,Mujer,60TO64
1,10,2024,7417,ALL,ALL,Mujer,65TO69
1,10,2024,4936,ALL,ALL,Mujer,70TO74
1,10,2024,3005,ALL,ALL,Mujer,75TO79
1,10,2024,1686,ALL,ALL,Mujer,80TO84
1,10,2024,768,ALL,ALL,Mujer,85TO89
1,10,2024,269,ALL,ALL,Mujer,90TO94
1,10,2024,80,ALL,ALL,Mujer,95TO99
1,6,2021,6776,ALL,ALL,Hombre,0TO4
1,6,2021,5654,ALL,ALL,Hombre,10TO14
1,6,2021,22,ALL,ALL,Hombre,100UP
1,6,2021,6297,ALL,ALL,Hombre,15TO19
1,6,2021,8706,ALL,ALL,Hombre,20TO24
1,6,2021,9437,ALL,ALL,Hombre,25TO29
1,6,2021,8208,ALL,ALL,Hombre,30TO34
1,6,2021,6947,ALL,ALL,Hombre,35TO39
1,6,2021,5816,ALL,ALL,Hombre,40TO44
1,6,2021,4779,ALL,ALL,Hombre,45TO49
1,6,2021,5674,ALL,ALL,Hombre,5TO9
1,6,2021,4847,ALL,ALL,Hombre,50TO54
1,6,2021,4789,ALL,ALL,Hombre,55TO59
1,6,2021,3924,ALL,ALL,Hombre,60TO64
1,6,2021,2709,ALL,ALL,Hombre,65TO69
1,6,2021,1829,ALL,ALL,Hombre,70TO74
1,6,2021,1106,ALL,ALL,Hombre,75TO79
1,6,2021,704,ALL,ALL,Hombre,80TO84
1,6,2021,389,ALL,ALL,Hombre,85TO89
1,6,2021,168,ALL,ALL,Hombre,90TO94
1,6,2021,44,ALL,ALL,Hombre,95TO99
1,6,2021,6438,ALL,ALL,Mujer,0TO4
1,6,2021,5597,ALL,ALL,Mujer,10TO14
1,6,2021,49,ALL,ALL,Mujer,100UP
1,6,2021,5959,ALL,ALL,Mujer,15TO19
1,6,2021,7747,ALL,ALL,Mujer,20TO24
1,6,2021,8773,ALL,ALL,Mujer,25TO29
1,6,2021,7781,ALL,ALL,Mujer,30TO34
1,6,2021,6719,ALL,ALL,Mujer,35TO39
1,6,2021,6071,ALL,ALL,Mujer,40TO44
1,6,2021,5462,ALL,ALL,Mujer,45TO49
1,6,2021,5492,ALL,ALL,Mujer,5TO9
1,6,2021,5748,ALL,ALL,Mujer,50TO54
1,6,2021,5483,ALL,ALL,Mujer,55TO59
1,6,2021,4601,ALL,ALL,Mujer,60TO64
1,6,2021,3317,ALL,ALL,Mujer,65TO69
1,6,2021,2368,ALL,ALL,Mujer,70TO74
1,6,2021,1586,ALL,ALL,Mujer,75TO79
1,6,2021,1050,ALL,ALL,Mujer,80TO84
1,6,2021,652,ALL,ALL,Mujer,85TO89
1,6,2021,320,ALL,ALL,Mujer,90TO94
1,6,2021,120,ALL,ALL,Mujer,95TO99
1,6,2022,7244,ALL,ALL,Hombre,0TO4
1,6,2022,5584,ALL,ALL,Hombre,10TO14
1,6,2022,22,ALL,ALL,Hombre,100UP
1,6,2022,6148,ALL,ALL,Hombre,15TO19
1,6,2022,8310,ALL,ALL,Hombre,20TO24
1,6,2022,9484,ALL,ALL,Hombre,25TO29
1,6,2022,8353,ALL,ALL,Hombre,30TO34
1,6,2022,7145,ALL,ALL,Hombre,35TO39
1,6,2022,6060,ALL,ALL,Hombre,40TO44
1,6,2022,4858,ALL,ALL,Hombre,45TO49
1,6,2022,5674,ALL,ALL,Hombre,5TO9
1,6,2022,4743,ALL,ALL,Hombre,50TO54
1,6,2022,4775,ALL,ALL,Hombre,55TO59
1,6,2022,4117,ALL,ALL,Hombre,60TO64
1,6,2022,2898,ALL,ALL,Hombre,65TO69
1,6,2022,1959,ALL,ALL,Hombre,70TO74
1,6,2022,1195,ALL,ALL,Hombre,75TO79
1,6,2022,745,ALL,ALL,Hombre,80TO84
1,6,2022,407,ALL,ALL,Hombre,85TO89
1,6,2022,200,ALL,ALL,Hombre,90TO94
1,6,2022,69,ALL,ALL,Hombre,95TO99
1,6,2022,6877,ALL,ALL,Mujer,0TO4
1,6,2022,5491,ALL,ALL,Mujer,10TO14
1,6,2022,46,ALL,ALL,Mujer,100UP
1,6,2022,5753,ALL,ALL,Mujer,15TO19
1,6,2022,7333,ALL,ALL,Mujer,20TO24
1,6,2022,8703,ALL,ALL,Mujer,25TO29
1,6,2022,7795,ALL,ALL,Mujer,30TO34
1,6,2022,6754,ALL,ALL,Mujer,35TO39
1,6,2022,6113,ALL,ALL,Mujer,40TO44
1,6,2022,5356,ALL,ALL,Mujer,45TO49
1,6,2022,5459,ALL,ALL,Mujer,5TO9
1,6,2022,5562,ALL,ALL,Mujer,50TO54
1,6,2022,5492,ALL,ALL,Mujer,55TO59
1,6,2022,4745,ALL,ALL,Mujer,60TO64
1,6,2022,3482,ALL,ALL,Mujer,65TO69
1,6,2022,2479,ALL,ALL,Mujer,70TO74
1,6,2022,1733,ALL,ALL,Mujer,75TO79
1,6,2022,1114,ALL,ALL,Mujer,80TO84
1,6,2022,680,ALL,ALL,Mujer,85TO89
1,6,2022,373,ALL,ALL,Mujer,90TO94
1,6,2022,146,ALL,ALL,Mujer,95TO99
1,6,2023,7796,ALL,ALL,Hombre,0TO4
1,6,2023,5545,ALL,ALL,Hombre,10TO14
1,6,2023,20,ALL,ALL,Hombre,100UP
1,6,2023,6017,ALL,ALL,Hombre,15TO19
1,6,2023,7916,ALL,ALL,Hombre,20TO24
1,6,2023,9505,ALL,ALL,Hombre,25TO29
1,6,2023,8529,ALL,ALL,Hombre,30TO34
1,6,2023,7303,ALL,ALL,Hombre,35TO39
1,6,2023,6286,ALL,ALL,Hombre,40TO44
1,6,2023,4956,ALL,ALL,Hombre,45TO49
1,6,2023,5616,ALL,ALL,Hombre,5TO9
1,6,2023,4645,ALL,ALL,Hombre,50TO54
1,6,2023,4769,ALL,ALL,Hombre,55TO59
1,6,2023,4244,ALL,ALL,Hombre,60TO64
1,6,2023,3058,ALL,ALL,Hombre,65TO69
1,6,2023,2051,ALL,ALL,Hombre,70TO74
1,6,2023,1261,ALL,ALL,Hombre,75TO79
1,6,2023,752,ALL,ALL,Hombre,80TO84
1,6,2023,414,ALL,ALL,Hombre,85TO89
1,6,2023,194,ALL,ALL,Hombre,90TO94
1,6,2023,69,ALL,ALL,Hombre,95TO99
1,6,2023,7487,ALL,ALL,Mujer,0TO4
1,6,2023,5353,ALL,ALL,Mujer,10TO14
1,6,2023,46,ALL,ALL,Mujer,100UP
1,6,2023,5654,ALL,ALL,Mujer,15TO19
1,6,2023,7037,ALL,ALL,Mujer,20TO24
1,6,2023,8552,ALL,ALL,Mujer,25TO29
1,6,2023,8013,ALL,ALL,Mujer,30TO34
1,6,2023,6825,ALL,ALL,Mujer,35TO39
1,6,2023,6122,ALL,ALL,Mujer,40TO44
1,6,2023,5416,ALL,ALL,Mujer,45TO49
1,6,2023,5394,ALL,ALL,Mujer,5TO9
1,6,2023,5447,ALL,ALL,Mujer,50TO54
1,6,2023,5437,ALL,ALL,Mujer,55TO59
1,6,2023,4835,ALL,ALL,Mujer,60TO64
1,6,2023,3656,ALL,ALL,Mujer,65TO69
1,6,2023,2565,ALL,ALL,Mujer,70TO74
1,6,2023,1775,ALL,ALL,Mujer,75TO79
1,6,2023,1141,ALL,ALL,Mujer,80TO84
1,6,2023,711,ALL,ALL,Mujer,85TO89
1,6,2023,382,ALL,ALL,Mujer,90TO94
1,6,2023,149,ALL,ALL,Mujer,95TO99
1,6,2024,8154,ALL,ALL,Hombre,0TO4
1,6,2024,5500,ALL,ALL,Hombre,10TO14
1,6,2024,16,ALL,ALL,Hombre,100UP
1,6,2024,5869,ALL,ALL,Hombre,15TO19
1,6,2024,7466,ALL,ALL,Hombre,20TO24
1,6,2024,9390,ALL,ALL,Hombre,25TO29
1,6,2024,8815,ALL,ALL,Hombre,30TO34
1,6,2024,7475,ALL,ALL,Hombre,35TO39
1,6,2024,6488,ALL,ALL,Hombre,40TO44
1,6,2024,5142,ALL,ALL,Hombre,45TO49
1,6,2024,5776,ALL,ALL,Hombre,5TO9
1,6,2024,4652,ALL,ALL,Hombre,50TO54
1,6,2024,4732,ALL,ALL,Hombre,55TO59
1,6,2024,4344,ALL,ALL,Hombre,60TO64
1,6,2024,3234,ALL,ALL,Hombre,65TO69
1,6,2024,2172,ALL,ALL,Hombre,70TO74
1,6,2024,1313,ALL,ALL,Hombre,75TO79
1,6,2024,744,ALL,ALL,Hombre,80TO84
1,6,2024,407,ALL,ALL,Hombre,85TO89
1,6,2024,169,ALL,ALL,Hombre,90TO94
1,6,2024,56,ALL,ALL,Hombre,95TO99
1,6,2024,7849,ALL,ALL,Mujer,0TO4
1,6,2024,5238,ALL,ALL,Mujer,10TO14
1,6,2024,38,ALL,ALL,Mujer,100UP
1,6,2024,5623,ALL,ALL,Mujer,15TO19
1,6,2024,6711,ALL,ALL,Mujer,20TO24
1,6,2024,8362,ALL,ALL,Mujer,25TO29
1,6,2024,8147,ALL,ALL,Mujer,30TO34
1,6,2024,6984,ALL,ALL,Mujer,35TO39
1,6,2024,6230,ALL,ALL,Mujer,40TO44
1,6,2024,5483,ALL,ALL,Mujer,45TO49
1,6,2024,5551,ALL,ALL,Mujer,5TO9
1,6,2024,5373,ALL,ALL,Mujer,50TO54
