Row,Column,Year,Population,Race,Ethnicity,Gender,AgeRange
1,2,2024,4092,ALL,ALL,Mujer,65TO69
1,2,2024,3182,ALL,ALL,Mujer,70TO74
1,2,2024,2234,ALL,ALL,Mujer,75TO79
1,2,2024,1430,ALL,ALL,Mujer,80TO84
1,2,2024,831,ALL,ALL,Mujer,85TO89
1,2,2024,408,ALL,ALL,Mujer,90TO94
1,2,2024,143,ALL,ALL,Mujer,95TO99
1,7,2021,6539,ALL,ALL,Hombre,0TO4
1,7,2021,6971,ALL,ALL,Hombre,10TO14
1,7,2021,27,ALL,ALL,Hombre,100UP
1,7,2021,7952,ALL,ALL,Hombre,15TO19
1,7,2021,11427,ALL,ALL,Hombre,20TO24
1,7,2021,13046,ALL,ALL,Hombre,25TO29
1,7,2021,11808,ALL,ALL,Hombre,30TO34
1,7,2021,10152,ALL,ALL,Hombre,35TO39
1,7,2021,8755,ALL,ALL,Hombre,40TO44
1,7,2021,7472,ALL,ALL,Hombre,45TO49
1,7,2021,6537,ALL,ALL,Hombre,5TO9
1,7,2021,7725,ALL,ALL,Hombre,50TO54
1,7,2021,7813,ALL,ALL,Hombre,55TO59
1,7,2021,6106,ALL,ALL,Hombre,60TO64
1,7,2021,4416,ALL,ALL,Hombre,65TO69
1,7,2021,2861,ALL,ALL,Hombre,70TO74
1,7,2021,2116,ALL,ALL,Hombre,75TO79
1,7,2021,1453,ALL,ALL,Hombre,80TO84
1,7,2021,832,ALL,ALL,Hombre,85TO89
1,7,2021,367,ALL,ALL,Hombre,90TO94
1,7,2021,88,ALL,ALL,Hombre,95TO99
1,7,2021,6053,ALL,ALL,Mujer,0TO4
1,7,2021,6622,ALL,ALL,Mujer,10TO14
1,7,2021,71,ALL,ALL,Mujer,100UP
1,7,2021,7649,ALL,ALL,Mujer,15TO19
1,7,2021,10111,ALL,ALL,Mujer,20TO24
1,7,2021,11738,ALL,ALL,Mujer,25TO29
1,7,2021,10699,ALL,ALL,Mujer,30TO34
1,7,2021,9549,ALL,ALL,Mujer,35TO39
1,7,2021,8850,ALL,ALL,Mujer,40TO44
1,7,2021,8168,ALL,ALL,Mujer,45TO49
1,7,2021,6267,ALL,ALL,Mujer,5TO9
1,7,2021,8889,ALL,ALL,Mujer,50TO54
1,7,2021,9119,ALL,ALL,Mujer,55TO59
1,7,2021,7537,ALL,ALL,Mujer,60TO64
1,7,2021,5626,ALL,ALL,Mujer,65TO69
1,7,2021,4250,ALL,ALL,Mujer,70TO74
1,7,2021,3169,ALL,ALL,Mujer,75TO79
1,7,2021,2228,ALL,ALL,Mujer,80TO84
1,7,2021,1364,ALL,ALL,Mujer,85TO89
1,7,2021,705,ALL,ALL,Mujer,90TO94
1,7,2021,240,ALL,ALL,Mujer,95TO99
1,7,2022,6611,ALL,ALL,Hombre,0TO4
1,7,2022,6971,ALL,ALL,Hombre,10TO14
1,7,2022,29,ALL,ALL,Hombre,100UP
1,7,2022,7816,ALL,ALL,Hombre,15TO19
1,7,2022,10745,ALL,ALL,Hombre,20TO24
1,7,2022,13227,ALL,ALL,Hombre,25TO29
1,7,2022,12049,ALL,ALL,Hombre,30TO34
1,7,2022,10317,ALL,ALL,Hombre,35TO39
1,7,2022,9100,ALL,ALL,Hombre,40TO44
1,7,2022,7642,ALL,ALL,Hombre,45TO49
1,7,2022,6459,ALL,ALL,Hombre,5TO9
1,7,2022,7678,ALL,ALL,Hombre,50TO54
1,7,2022,7866,ALL,ALL,Hombre,55TO59
1,7,2022,6589,ALL,ALL,Hombre,60TO64
1,7,2022,4674,ALL,ALL,Hombre,65TO69
1,7,2022,3058,ALL,ALL,Hombre,70TO74
1,7,2022,2224,ALL,ALL,Hombre,75TO79
1,7,2022,1500,ALL,ALL,Hombre,80TO84
1,7,2022,899,ALL,ALL,Hombre,85TO89
1,7,2022,385,ALL,ALL,Hombre,90TO94
1,7,2022,124,ALL,ALL,Hombre,95TO99
1,7,2022,6103,ALL,ALL,Mujer,0TO4
1,7,2022,6443,ALL,ALL,Mujer,10TO14
1,7,2022,91,ALL,ALL,Mujer,100UP
1,7,2022,7385,ALL,ALL,Mujer,15TO19
1,7,2022,9582,ALL,ALL,Mujer,20TO24
1,7,2022,11664,ALL,ALL,Mujer,25TO29
1,7,2022,10863,ALL,ALL,Mujer,30TO34
1,7,2022,9537,ALL,ALL,Mujer,35TO39
1,7,2022,8984,ALL,ALL,Mujer,40TO44
1,7,2022,8134,ALL,ALL,Mujer,45TO49
1,7,2022,6211,ALL,ALL,Mujer,5TO9
1,7,2022,8572,ALL,ALL,Mujer,50TO54
1,7,2022,9249,ALL,ALL,Mujer,55TO59
1,7,2022,7808,ALL,ALL,Mujer,60TO64
1,7,2022,5929,ALL,ALL,Mujer,65TO69
1,7,2022,4404,ALL,ALL,Mujer,70TO74
1,7,2022,3334,ALL,ALL,Mujer,75TO79
1,7,2022,2362,ALL,ALL,Mujer,80TO84
1,7,2022,1451,ALL,ALL,Mujer,85TO89
1,7,2022,778,ALL,ALL,Mujer,90TO94
1,7,2022,276,ALL,ALL,Mujer,95TO99
1,7,2023,6715,ALL,ALL,Hombre,0TO4
1,7,2023,6861,ALL,ALL,Hombre,10TO14
1,7,2023,29,ALL,ALL,Hombre,100UP
1,7,2023,7698,ALL,ALL,Hombre,15TO19
1,7,2023,10178,ALL,ALL,Hombre,20TO24
1,7,2023,13233,ALL,ALL,Hombre,25TO29
1,7,2023,12407,ALL,ALL,Hombre,30TO34
1,7,2023,10465,ALL,ALL,Hombre,35TO39
1,7,2023,9392,ALL,ALL,Hombre,40TO44
1,7,2023,7833,ALL,ALL,Hombre,45TO49
1,7,2023,6411,ALL,ALL,Hombre,5TO9
1,7,2023,7620,ALL,ALL,Hombre,50TO54
1,7,2023,7889,ALL,ALL,Hombre,55TO59
1,7,2023,6924,ALL,ALL,Hombre,60TO64
1,7,2023,4880,ALL,ALL,Hombre,65TO69
1,7,2023,3307,ALL,ALL,Hombre,70TO74
1,7,2023,2297,ALL,ALL,Hombre,75TO79
1,7,2023,1506,ALL,ALL,Hombre,80TO84
1,7,2023,926,ALL,ALL,Hombre,85TO89
1,7,2023,405,ALL,ALL,Hombre,90TO94
1,7,2023,119,ALL,ALL,Hombre,95TO99
1,7,2023,6316,ALL,ALL,Mujer,0TO4
1,7,2023,6356,ALL,ALL,Mujer,10TO14
1,7,2023,98,ALL,ALL,Mujer,100UP
1,7,2023,7090,ALL,ALL,Mujer,15TO19
1,7,2023,9250,ALL,ALL,Mujer,20TO24
1,7,2023,11517,ALL,ALL,Mujer,25TO29
1,7,2023,11101,ALL,ALL,Mujer,30TO34
1,7,2023,9609,ALL,ALL,Mujer,35TO39
1,7,2023,9096,ALL,ALL,Mujer,40TO44
1,7,2023,8197,ALL,ALL,Mujer,45TO49
1,7,2023,6016,ALL,ALL,Mujer,5TO9
1,7,2023,8396,ALL,ALL,Mujer,50TO54
1,7,2023,9181,ALL,ALL,Mujer,55TO59
1,7,2023,8086,ALL,ALL,Mujer,60TO64
1,7,2023,6191,ALL,ALL,Mujer,65TO69
1,7,2023,4613,ALL,ALL,Mujer,70TO74
1,7,2023,3423,ALL,ALL,Mujer,75TO79
1,7,2023,2449,ALL,ALL,Mujer,80TO84
1,7,2023,1540,ALL,ALL,Mujer,85TO89
1,7,2023,802,ALL,ALL,Mujer,90TO94
1,7,2023,309,ALL,ALL,Mujer,95TO99
1,7,2024,6807,ALL,ALL,Hombre,0TO4
1,7,2024,6740,ALL,ALL,Hombre,10TO14
1,7,2024,16,ALL,ALL,Hombre,100UP
1,7,2024,7592,ALL,ALL,Hombre,15TO19
1,7,2024,9560,ALL,ALL,Hombre,20TO24
1,7,2024,13037,ALL,ALL,Hombre,25TO29
1,7,2024,12704,ALL,ALL,Hombre,30TO34
1,7,2024,10845,ALL,ALL,Hombre,35TO39
1,7,2024,9504,ALL,ALL,Hombre,40TO44
1,7,2024,8209,ALL,ALL,Hombre,45TO49
1,7,2024,6352,ALL,ALL,Hombre,5TO9
1,7,2024,7571,ALL,ALL,Hombre,50TO54
1,7,2024,7873,ALL,ALL,Hombre,55TO59
1,7,2024,7289,ALL,ALL,Hombre,60TO64
1,7,2024,5199,ALL,ALL,Hombre,65TO69
1,7,2024,3551,ALL,ALL,Hombre,70TO74
1,7,2024,2333,ALL,ALL,Hombre,75TO79
1,7,2024,1557,ALL,ALL,Hombre,80TO84
1,7,2024,908,ALL,ALL,Hombre,85TO89
1,7,2024,362,ALL,ALL,Hombre,90TO94
1,7,2024,98,ALL,ALL,Hombre,95TO99
1,7,2024,6432,ALL,ALL,Mujer,0TO4
1,7,2024,6225,ALL,ALL,Mujer,10TO14
1,7,2024,81,ALL,ALL,Mujer,100UP
1,7,2024,7009,ALL,ALL,Mujer,15TO19
1,7,2024,8764,ALL,ALL,Mujer,20TO24
1,7,2024,11220,ALL,ALL,Mujer,25TO29
1,7,2024,11290,ALL,ALL,Mujer,30TO34
1,7,2024,9819,ALL,ALL,Mujer,35TO39
1,7,2024,9229,ALL,ALL,Mujer,40TO44
1,7,2024,8408,ALL,ALL,Mujer,45TO49
1,7,2024,5931,ALL,ALL,Mujer,5TO9
1,7,2024,8229,ALL,ALL,Mujer,50TO54
1,7,2024,9096,ALL,ALL,Mujer,55TO59
1,7,2024,8421,ALL,ALL,Mujer,60TO64
1,7,2024,6514,ALL,ALL,Mujer,65TO69
1,7,2024,4799,ALL,ALL,Mujer,70TO74
1,7,2024,3541,ALL,ALL,Mujer,75TO79
1,7,2024,2468,ALL,ALL,Mujer,80TO84
1,7,2024,1479,ALL,ALL,Mujer,85TO89
1,7,2024,706,ALL,ALL,Mujer,90TO94
1,7,2024,266,ALL,ALL,Mujer,95TO99
1,12,2021,28454,ALL,ALL,Hombre,0TO4
1,12,2021,25633,ALL,ALL,Hombre,10TO14
1,12,2021,60,ALL,ALL,Hombre,100UP
1,12,2021,26797,ALL,ALL,Hombre,15TO19
1,12,2021,30771,ALL,ALL,Hombre,20TO24
1,12,2021,32449,ALL,ALL,Hombre,25TO29
1,12,2021,28164,ALL,ALL,Hombre,30TO34
1,12,2021,25041,ALL,ALL,Hombre,35TO39
1,12,2021,20998,ALL,ALL,Hombre,40TO44
1,12,2021,17075,ALL,ALL,Hombre,45TO49
1,12,2021,26116,ALL,ALL,Hombre,5TO9
1,12,2021,15806,ALL,ALL,Hombre,50TO54
1,12,2021,13706,ALL,ALL,Hombre,55TO59
1,12,2021,11108,ALL,ALL,Hombre,60TO64
1,12,2021,8216,ALL,ALL,Hombre,65TO69
1,12,2021,5232,ALL,ALL,Hombre,70TO74
1,12,2021,3293,ALL,ALL,Hombre,75TO79
1,12,2021,1689,ALL,ALL,Hombre,80TO84
1,12,2021,729,ALL,ALL,Hombre,85TO89
1,12,2021,300,ALL,ALL,Hombre,90TO94
1,12,2021,66,ALL,ALL,Hombre,95TO99
1,12,2021,27181,ALL,ALL,Mujer,0TO4
1,12,2021,23930,ALL,ALL,Mujer,10TO14
1,12,2021,76,ALL,ALL,Mujer,100UP
1,12,2021,25582,ALL,ALL,Mujer,15TO19
1,12,2021,30303,ALL,ALL,Mujer,20TO24
1,12,2021,31375,ALL,ALL,Mujer,25TO29
1,12,2021,27569,ALL,ALL,Mujer,30TO34
1,12,2021,25164,ALL,ALL,Mujer,35TO39
1,12,2021,21737,ALL,ALL,Mujer,40TO44
1,12,2021,18789,ALL,ALL,Mujer,45TO49
1,12,2021,24394,ALL,ALL,Mujer,5TO9
1,12,2021,17822,ALL,ALL,Mujer,50TO54
1,12,2021,16392,ALL,ALL,Mujer,55TO59
1,12,2021,13332,ALL,ALL,Mujer,60TO64
1,12,2021,9866,ALL,ALL,Mujer,65TO69
1,12,2021,6528,ALL,ALL,Mujer,70TO74
1,12,2021,4076,ALL,ALL,Mujer,75TO79
1,12,2021,2270,ALL,ALL,Mujer,80TO84
1,12,2021,1116,ALL,ALL,Mujer,85TO89
1,12,2021,453,ALL,ALL,Mujer,90TO94
1,12,2021,176,ALL,ALL,Mujer,95TO99
1,12,2022,28792,ALL,ALL,Hombre,0TO4
1,12,2022,25652,ALL,ALL,Hombre,10TO14
1,12,2022,55,ALL,ALL,Hombre,100UP
1,12,2022,26500,ALL,ALL,Hombre,15TO19
1,12,2022,29826,ALL,ALL,Hombre,20TO24
1,12,2022,32888,ALL,ALL,Hombre,25TO29
1,12,2022,28681,ALL,ALL,Hombre,30TO34
1,12,2022,25516,ALL,ALL,Hombre,35TO39
1,12,2022,22011,ALL,ALL,Hombre,40TO44
1,12,2022,17498,ALL,ALL,Hombre,45TO49
1,12,2022,26024,ALL,ALL,Hombre,5TO9
1,12,2022,16060,ALL,ALL,Hombre,50TO54
1,12,2022,13978,ALL,ALL,Hombre,55TO59
1,12,2022,11519,ALL,ALL,Hombre,60TO64
1,12,2022,8785,ALL,ALL,Hombre,65TO69
1,12,2022,5568,ALL,ALL,Hombre,70TO74
1,12,2022,3519,ALL,ALL,Hombre,75TO79
1,12,2022,1891,ALL,ALL,Hombre,80TO84
1,12,2022,815,ALL,ALL,Hombre,85TO89
1,12,2022,347,ALL,ALL,Hombre,90TO94
1,12,2022,109,ALL,ALL,Hombre,95TO99
1,12,2022,27538,ALL,ALL,Mujer,0TO4
1,12,2022,23667,ALL,ALL,Mujer,10TO14
1,12,2022,72,ALL,ALL,Mujer,100UP
1,12,2022,24986,ALL,ALL,Mujer,15TO19
1,12,2022,29275,ALL,ALL,Mujer,20TO24
1,12,2022,31444,ALL,ALL,Mujer,25TO29
1,12,2022,27725,ALL,ALL,Mujer,30TO34
1,12,2022,25303,ALL,ALL,Mujer,35TO39
1,12,2022,22205,ALL,ALL,Mujer,40TO44
1,12,2022,19128,ALL,ALL,Mujer,45TO49
1,12,2022,24171,ALL,ALL,Mujer,5TO9
1,12,2022,17755,ALL,ALL,Mujer,50TO54
1,12,2022,16535,ALL,ALL,Mujer,55TO59
1,12,2022,13898,ALL,ALL,Mujer,60TO64
1,12,2022,10419,ALL,ALL,Mujer,65TO69
1,12,2022,7018,ALL,ALL,Mujer,70TO74
1,12,2022,4377,ALL,ALL,Mujer,75TO79
1,12,2022,2531,ALL,ALL,Mujer,80TO84
1,12,2022,1205,ALL,ALL,Mujer,85TO89
1,12,2022,532,ALL,ALL,Mujer,90TO94
1,12,2022,197,ALL,ALL,Mujer,95TO99
1,12,2023,29119,ALL,ALL,Hombre,0TO4
1,12,2023,25446,ALL,ALL,Hombre,10TO14
1,12,2023,48,ALL,ALL,Hombre,100UP
1,12,2023,26161,ALL,ALL,Hombre,15TO19
1,12,2023,29289,ALL,ALL,Hombre,20TO24
1,12,2023,32912,ALL,ALL,Hombre,25TO29
1,12,2023,29407,ALL,ALL,Hombre,30TO34
1,12,2023,25926,ALL,ALL,Hombre,35TO39
1,12,2023,22760,ALL,ALL,Hombre,40TO44
1,12,2023,17993,ALL,ALL,Hombre,45TO49
1,12,2023,25857,ALL,ALL,Hombre,5TO9
1,12,2023,16315,ALL,ALL,Hombre,50TO54
1,12,2023,14254,ALL,ALL,Hombre,55TO59
1,12,2023,11878,ALL,ALL,Hombre,60TO64
1,12,2023,9192,ALL,ALL,Hombre,65TO69
1,12,2023,6019,ALL,ALL,Hombre,70TO74
1,12,2023,3692,ALL,ALL,Hombre,75TO79
1,12,2023,2037,ALL,ALL,Hombre,80TO84
1,12,2023,898,ALL,ALL,Hombre,85TO89
1,12,2023,373,ALL,ALL,Hombre,90TO94
1,12,2023,114,ALL,ALL,Hombre,95TO99
1,12,2023,27720,ALL,ALL,Mujer,0TO4
1,12,2023,23487,ALL,ALL,Mujer,10TO14
1,12,2023,68,ALL,ALL,Mujer,100UP
1,12,2023,24532,ALL,ALL,Mujer,15TO19
1,12,2023,28192,ALL,ALL,Mujer,20TO24
1,12,2023,31331,ALL,ALL,Mujer,25TO29
1,12,2023,28076,ALL,ALL,Mujer,30TO34
1,12,2023,25442,ALL,ALL,Mujer,35TO39
1,12,2023,22806,ALL,ALL,Mujer,40TO44
1,12,2023,19414,ALL,ALL,Mujer,45TO49
1,12,2023,24096,ALL,ALL,Mujer,5TO9
1,12,2023,17759,ALL,ALL,Mujer,50TO54
1,12,2023,16745,ALL,ALL,Mujer,55TO59
1,12,2023,14312,ALL,ALL,Mujer,60TO64
1,12,2023,10935,ALL,ALL,Mujer,65TO69
1,12,2023,7508,ALL,ALL,Mujer,70TO74
1,12,2023,4687,ALL,ALL,Mujer,75TO79
1,12,2023,2717,ALL,ALL,Mujer,80TO84
1,12,2023,1299,ALL,ALL,Mujer,85TO89
1,12,2023,572,ALL,ALL,Mujer,90TO94
1,12,2023,204,ALL,ALL,Mujer,95TO99
1,12,2024,28395,ALL,ALL,Hombre,0TO4
1,12,2024,25450,ALL,ALL,Hombre,10TO14
1,12,2024,33,ALL,ALL,Hombre,100UP
1,12,2024,25813,ALL,ALL,Hombre,15TO19
1,12,2024,28628,ALL,ALL,Hombre,20TO24
1,12,2024,32547,ALL,ALL,Hombre,25TO29
1,12,2024,30181,ALL,ALL,Hombre,30TO34
1,12,2024,26198,ALL,ALL,Hombre,35TO39
1,12,2024,23543,ALL,ALL,Hombre,40TO44
1,12,2024,18858,ALL,ALL,Hombre,45TO49
1,12,2024,26332,ALL,ALL,Hombre,5TO9
1,12,2024,16522,ALL,ALL,Hombre,50TO54
1,12,2024,14590,ALL,ALL,Hombre,55TO59
1,12,2024,12270,ALL,ALL,Hombre,60TO64
1,12,2024,9639,ALL,ALL,Hombre,65TO69
1,12,2024,6471,ALL,ALL,Hombre,70TO74
1,12,2024,3924,ALL,ALL,Hombre,75TO79
1,12,2024,2233,ALL,ALL,Hombre,80TO84
1,12,2024,903,ALL,ALL,Hombre,85TO89
1,12,2024,362,ALL,ALL,Hombre,90TO94
1,12,2024,102,ALL,ALL,Hombre,95TO99
1,12,2024,27052,ALL,ALL,Mujer,0TO4
1,12,2024,23465,ALL,ALL,Mujer,10TO14
1,12,2024,53,ALL,ALL,Mujer,100UP
1,12,2024,23797,ALL,ALL,Mujer,15TO19
1,12,2024,27426,ALL,ALL,Mujer,20TO24
1,12,2024,30969,ALL,ALL,Mujer,25TO29
1,12,2024,28481,ALL,ALL,Mujer,30TO34
1,12,2024,25681,ALL,ALL,Mujer,35TO39
1,12,2024,23388,ALL,ALL,Mujer,40TO44
1,12,2024,19941,ALL,ALL,Mujer,45TO49
1,12,2024,24589,ALL,ALL,Mujer,5TO9
1,12,2024,17830,ALL,ALL,Mujer,50TO54
1,12,2024,16990,ALL,ALL,Mujer,55TO59
1,12,2024,14805,ALL,ALL,Mujer,60TO64
1,12,2024,11522,ALL,ALL,Mujer,65TO69
1,12,2024,8018,ALL,ALL,Mujer,70TO74
1,12,2024,4984,ALL,ALL,Mujer,75TO79
1,12,2024,2838,ALL,ALL,Mujer,80TO84
1,12,2024,1322,ALL,ALL,Mujer,85TO89
1,12,2024,514,ALL,ALL,Mujer,90TO94
1,12,2024,150,ALL,ALL,Mujer,95TO99
1,1,2021,3505,ALL,ALL,Hombre,0TO4
1,1,2021,3094,ALL,ALL,Hombre,10TO14
1,1,2021,25,ALL,ALL,Hombre,100UP
1,1,2021,3633,ALL,ALL,Hombre,15TO19
1,1,2021,5678,ALL,ALL,Hombre,20TO24
1,1,2021,5934,ALL,ALL,Hombre,25TO29
1,1,2021,5359,ALL,ALL,Hombre,30TO34
1,1,2021,4469,ALL,ALL,Hombre,35TO39
1,1,2021,3723,ALL,ALL,Hombre,40TO44
1,1,2021,2856,ALL,ALL,Hombre,45TO49
1,1,2021,3287,ALL,ALL,Hombre,5TO9
1,1,2021,2786,ALL,ALL,Hombre,50TO54
1,1,2021,2574,ALL,ALL,Hombre,55TO59
1,1,2021,2135,ALL,ALL,Hombre,60TO64
1,1,2021,1753,ALL,ALL,Hombre,65TO69
1,1,2021,1134,ALL,ALL,Hombre,70TO74
1,1,2021,735,ALL,ALL,Hombre,75TO79
1,1,2021,368,ALL,ALL,Hombre,80TO84
1,1,2021,183,ALL,ALL,Hombre,85TO89
1,1,2021,78,ALL,ALL,Hombre,90TO94
1,1,2021,19,ALL,ALL,Hombre,95TO99
1,1,2021,3688,ALL,ALL,Mujer,0TO4
1,1,2021,3122,ALL,ALL,Mujer,10TO14
1,1,2021,28,ALL,ALL,Mujer,100UP
1,1,2021,3727,ALL,ALL,Mujer,15TO19
1,1,2021,5310,ALL,ALL,Mujer,20TO24
1,1,2021,5807,ALL,ALL,Mujer,25TO29
1,1,2021,5077,ALL,ALL,Mujer,30TO34
1,1,2021,4409,ALL,ALL,Mujer,35TO39
1,1,2021,3647,ALL,ALL,Mujer,40TO44
1,1,2021,3087,ALL,ALL,Mujer,45TO49
1,1,2021,3215,ALL,ALL,Mujer,5TO9
1,1,2021,3009,ALL,ALL,Mujer,50TO54
1,1,2021,2869,ALL,ALL,Mujer,55TO59
1,1,2021,2471,ALL,ALL,Mujer,60TO64
1,1,2021,1854,ALL,ALL,Mujer,65TO69
1,1,2021,1261,ALL,ALL,Mujer,70TO74
1,1,2021,865,ALL,ALL,Mujer,75TO79
1,1,2021,517,ALL,ALL,Mujer,80TO84
1,1,2021,316,ALL,ALL,Mujer,85TO89
1,1,2021,133,ALL,ALL,Mujer,90TO94
1,1,2021,44,ALL,ALL,Mujer,95TO99
1,1,2022,3627,ALL,ALL,Hombre,0TO4
1,1,2022,3085,ALL,ALL,Hombre,10TO14
1,1,2022,21,ALL,ALL,Hombre,100UP
1,1,2022,3461,ALL,ALL,Hombre,15TO19
1,1,2022,5341,ALL,ALL,Hombre,20TO24
1,1,2022,5906,ALL,ALL,Hombre,25TO29
1,1,2022,5398,ALL,ALL,Hombre,30TO34
1,1,2022,4515,ALL,ALL,Hombre,35TO39
1,1,2022,3860,ALL,ALL,Hombre,40TO44
1,1,2022,2867,ALL,ALL,Hombre,45TO49
1,1,2022,3298,ALL,ALL,Hombre,5TO9
1,1,2022,2709,ALL,ALL,Hombre,50TO54
1,1,2022,2501,ALL,ALL,Hombre,55TO59
1,1,2022,2181,ALL,ALL,Hombre,60TO64
1,1,2022,1777,ALL,ALL,Hombre,65TO69
1,1,2022,1168,ALL,ALL,Hombre,70TO74
1,1,2022,788,ALL,ALL,Hombre,75TO79
1,1,2022,395,ALL,ALL,Hombre,80TO84
1,1,2022,203,ALL,ALL,Hombre,85TO89
1,1,2022,112,ALL,ALL,Hombre,90TO94
1,1,2022,33,ALL,ALL,Hombre,95TO99
1,1,2022,4057,ALL,ALL,Mujer,0TO4
1,1,2022,3019,ALL,ALL,Mujer,10TO14
1,1,2022,30,ALL,ALL,Mujer,100UP
1,1,2022,3511,ALL,ALL,Mujer,15TO19
1,1,2022,5044,ALL,ALL,Mujer,20TO24
1,1,2022,5745,ALL,ALL,Mujer,25TO29
1,1,2022,5159,ALL,ALL,Mujer,30TO34
1,1,2022,4402,ALL,ALL,Mujer,35TO39
1,1,2022,3678,ALL,ALL,Mujer,40TO44
1,1,2022,3063,ALL,ALL,Mujer,45TO49
1,1,2022,3193,ALL,ALL,Mujer,5TO9
1,1,2022,2889,ALL,ALL,Mujer,50TO54
1,1,2022,2817,ALL,ALL,Mujer,55TO59
1,1,2022,2481,ALL,ALL,Mujer,60TO64
1,1,2022,1889,ALL,ALL,Mujer,65TO69
1,1,2022,1349,ALL,ALL,Mujer,70TO74
1,1,2022,923,ALL,ALL,Mujer,75TO79
1,1,2022,575,ALL,ALL,Mujer,80TO84
1,1,2022,329,ALL,ALL,Mujer,85TO89
1,1,2022,166,ALL,ALL,Mujer,90TO94
1,1,2022,65,ALL,ALL,Mujer,95TO99
1,1,2023,3877,ALL,ALL,Hombre,0TO4
1,1,2023,3034,ALL,ALL,Hombre,10TO14
1,1,2023,19,ALL,ALL,Hombre,100UP
1,1,2023,3347,ALL,ALL,Hombre,15TO19
1,1,2023,4971,ALL,ALL,Hombre,20TO24
1,1,2023,5835,ALL,ALL,Hombre,25TO29
1,1,2023,5461,ALL,ALL,Hombre,30TO34
1,1,2023,4578,ALL,ALL,Hombre,35TO39
1,1,2023,3945,ALL,ALL,Hombre,40TO44
1,1,2023,2921,ALL,ALL,Hombre,45TO49
1,1,2023,3333,ALL,ALL,Hombre,5TO9
1,1,2023,2607,ALL,ALL,Hombre,50TO54
1,1,2023,2467,ALL,ALL,Hombre,55TO59
1,1,2023,2154,ALL,ALL,Hombre,60TO64
1,1,2023,1734,ALL,ALL,Hombre,65TO69
1,1,2023,1228,ALL,ALL,Hombre,70TO74
1,1,2023,762,ALL,ALL,Hombre,75TO79
1,1,2023,408,ALL,ALL,Hombre,80TO84
1,1,2023,210,ALL,ALL,Hombre,85TO89
1,1,2023,107,ALL,ALL,Hombre,90TO94
1,1,2023,37,ALL,ALL,Hombre,95TO99
1,1,2023,4516,ALL,ALL,Mujer,0TO4
1,1,2023,3011,ALL,ALL,Mujer,10TO14
1,1,2023,29,ALL,ALL,Mujer,100UP
1,1,2023,3414,ALL,ALL,Mujer,15TO19
1,1,2023,4777,ALL,ALL,Mujer,20TO24
1,1,2023,5704,ALL,ALL,Mujer,25TO29
1,1,2023,5254,ALL,ALL,Mujer,30TO34
1,1,2023,4466,ALL,ALL,Mujer,35TO39
1,1,2023,3791,ALL,ALL,Mujer,40TO44
1,1,2023,3050,ALL,ALL,Mujer,45TO49
1,1,2023,3189,ALL,ALL,Mujer,5TO9
1,1,2023,2829,ALL,ALL,Mujer,50TO54
1,1,2023,2743,ALL,ALL,Mujer,55TO59
1,1,2023,2521,ALL,ALL,Mujer,60TO64
1,1,2023,1903,ALL,ALL,Mujer,65TO69
1,1,2023,1366,ALL,ALL,Mujer,70TO74
1,1,2023,931,ALL,ALL,Mujer,75TO79
1,1,2023,576,ALL,ALL,Mujer,80TO84
1,1,2023,339,ALL,ALL,Mujer,85TO89
1,1,2023,165,ALL,ALL,Mujer,90TO94
1,1,2023,68,ALL,ALL,Mujer,95TO99
1,1,2024,3974,ALL,ALL,Hombre,0TO4
1,1,2024,2986,ALL,ALL,Hombre,10TO14
1,1,2024,12,ALL,ALL,Hombre,100UP
1,1,2024,3245,ALL,ALL,Hombre,15TO19
1,1,2024,4555,ALL,ALL,Hombre,20TO24
1,1,2024,5743,ALL,ALL,Hombre,25TO29
1,1,2024,5562,ALL,ALL,Hombre,30TO34
1,1,2024,4632,ALL,ALL,Hombre,35TO39
1,1,2024,3955,ALL,ALL,Hombre,40TO44
1,1,2024,3032,ALL,ALL,Hombre,45TO49
1,1,2024,3566,ALL,ALL,Hombre,5TO9
1,1,2024,2542,ALL,ALL,Hombre,50TO54
1,1,2024,2437,ALL,ALL,Hombre,55TO59
1,1,2024,2096,ALL,ALL,Hombre,60TO64
1,1,2024,1721,ALL,ALL,Hombre,65TO69
1,1,2024,1287,ALL,ALL,Hombre,70TO74
1,1,2024,760,ALL,ALL,Hombre,75TO79
1,1,2024,415,ALL,ALL,Hombre,80TO84
1,1,2024,200,ALL,ALL,Hombre,85TO89
1,1,2024,90,ALL,ALL,Hombre,90TO94
1,1,2024,31,ALL,ALL,Hombre,95TO99
1,1,2024,4894,ALL,ALL,Mujer,0TO4
1,1,2024,2956,ALL,ALL,Mujer,10TO14
1,1,2024,22,ALL,ALL,Mujer,100UP
1,1,2024,3279,ALL,ALL,Mujer,15TO19
1,1,2024,4469,ALL,ALL,Mujer,20TO24
1,1,2024,5638,ALL,ALL,Mujer,25TO29
1,1,2024,5372,ALL,ALL,Mujer,30TO34
1,1,2024,4591,ALL,ALL,Mujer,35TO39
1,1,2024,3913,ALL,ALL,Mujer,40TO44
1,1,2024,3087,ALL,ALL,Mujer,45TO49
1,1,2024,3465,ALL,ALL,Mujer,5TO9
1,1,2024,2795,ALL,ALL,Mujer,50TO54
1,1,2024,2731,ALL,ALL,Mujer,55TO59
