lat,lon,date,Rad,Precip,Hum,Temp,WindSpeed
4.71035,-74.03042,01/01/2021,14.7,5.6,87.63,15.67,1.39
4.71035,-74.03042,02/01/2021,15.42,6,90.99,15.74,1.52
4.71035,-74.03042,03/01/2021,15.49,6.94,90.16,15.89,0.85
4.71035,-74.03042,04/01/2021,21.57,14.34,89.27,15.56,0.41
4.71035,-74.03042,05/01/2021,20.3,0.91,82.35,15.09,0.77
4.71035,-74.03042,06/01/2021,19.02,3.93,79.47,15.17,0.84
4.71035,-74.03042,07/01/2021,17.3,3.95,87.85,14.84,1.16
4.71035,-74.03042,08/01/2021,14,1.98,89.1,14.45,1.1
4.71035,-74.03042,09/01/2021,14.38,2.61,89.38,13.84,1.24
4.71035,-74.03042,10/01/2021,14.7,6.17,89.46,14.24,1.61
4.71035,-74.03042,11/01/2021,13.7,3.12,89.2,14.63,1.55
4.71035,-74.03042,12/01/2021,21.03,0.44,86.58,14.64,1.65
4.71035,-74.03042,13/01/2021,20.25,0.63,78.85,14.34,1.25
4.71035,-74.03042,14/01/2021,21.38,0,78.08,15.73,1.19
4.71035,-74.03042,15/01/2021,20.81,0,75.01,16.16,0.85
4.71035,-74.03042,16/01/2021,21.94,0,76.1,16.24,0.56
4.71035,-74.03042,17/01/2021,19.8,0,79.24,16.01,1.17
4.71035,-74.03042,18/01/2021,21.13,0,76.05,15.27,1.12
4.71035,-74.03042,19/01/2021,20.84,0.01,77.19,14.93,1.25
4.71035,-74.03042,20/01/2021,20.19,0.1,79.34,14.48,1.58
4.71035,-74.03042,21/01/2021,17.29,9.01,81.75,15.16,1.12
4.71035,-74.03042,22/01/2021,15.91,8.99,87.77,15.48,1.31
4.71035,-74.03042,23/01/2021,13.53,8,89.44,15.45,1.4
4.71035,-74.03042,24/01/2021,14.31,7.62,88.88,15.56,1.75
4.71035,-74.03042,25/01/2021,14.33,4.68,87.76,15.13,1.83
4.71035,-74.03042,26/01/2021,16.89,1.69,87.93,15.1,1.48
4.71035,-74.03042,27/01/2021,20,4.7,86.28,15.47,1.42
4.71035,-74.03042,28/01/2021,19.16,1.16,82.07,15.54,1.22
4.71035,-74.03042,29/01/2021,22.61,0,79.6,14.95,1.29
4.71035,-74.03042,30/01/2021,23.53,0.05,79.48,14.25,1.73
4.71035,-74.03042,31/01/2021,23.53,0,84.02,15.9,2.05
4.71035,-74.03042,01/02/2021,15.64,9.27,87.15,16.04,1.52
4.71035,-74.03042,02/02/2021,16.76,3.11,83.63,15.23,1.52
4.71035,-74.03042,03/02/2021,19.43,0.25,82.55,15.88,1.78
4.71035,-74.03042,04/02/2021,18.82,3.64,85.58,16.13,1.68
4.71035,-74.03042,05/02/2021,15.84,6.06,86.83,16.46,1.41
4.71035,-74.03042,06/02/2021,17.33,17.51,87.52,15.95,1.22
4.71035,-74.03042,07/02/2021,20.01,1.25,85.81,16.64,1.28
4.71035,-74.03042,08/02/2021,17.77,3.86,83.41,16.17,1.21
4.71035,-74.03042,09/02/2021,14.88,1.07,85.6,16.53,0.86
4.71035,-74.03042,10/02/2021,18.7,4.79,88.22,16.22,0.31
4.71035,-74.03042,11/02/2021,21.24,2.56,82.46,16.36,0.68
4.71035,-74.03042,12/02/2021,14.82,0.21,80.85,16.1,0.96
4.71035,-74.03042,13/02/2021,14.35,0.35,84.28,16.01,1.25
4.71035,-74.03042,14/02/2021,16.64,0.22,86.41,16.54,0.96
4.71035,-74.03042,15/02/2021,14.45,16.47,80.39,15.94,0.73
4.71035,-74.03042,16/02/2021,20.21,1.85,80.94,16.05,0.63
4.71035,-74.03042,17/02/2021,19.3,0,81.47,16.71,0.41
4.71035,-74.03042,18/02/2021,15.18,0.3,82.96,16.18,0.5
4.71035,-74.03042,19/02/2021,13.96,1.32,80.85,14.7,0.69
4.71035,-74.03042,20/02/2021,15.63,0.98,81.59,15.68,0.43
4.71035,-74.03042,21/02/2021,15.46,0,84.8,15.79,0.51
4.71035,-74.03042,22/02/2021,10.82,1.82,87.08,15.8,1.24
4.71035,-74.03042,23/02/2021,15.29,0.86,84.28,15.75,1.35
4.71035,-74.03042,24/02/2021,13.22,8.76,88.5,15.91,1.66
4.71035,-74.03042,25/02/2021,13.69,5.5,88,16.22,1.76
4.71035,-74.03042,26/02/2021,19.68,2.13,85.94,16.72,1.51
4.71035,-74.03042,27/02/2021,16.22,12.82,89.94,16.16,1.22
4.71035,-74.03042,28/02/2021,16.02,2.95,87.8,15.69,1.14
4.71035,-74.03042,01/03/2021,14.52,3.43,88.74,15.17,0.76
4.71035,-74.03042,02/03/2021,12.39,12.49,85.19,15.28,0.78
4.71035,-74.03042,03/03/2021,11.95,1.2,78.33,14.52,1
4.71035,-74.03042,04/03/2021,10.83,0.54,83.76,14.55,0.52
4.71035,-74.03042,05/03/2021,11.39,0.01,83.67,15.86,1.13
4.71035,-74.03042,06/03/2021,16.56,0.01,83.89,16.25,1.35
4.71035,-74.03042,07/03/2021,12.28,17.67,88.92,15.87,1.62
4.71035,-74.03042,08/03/2021,12.29,11.54,85.12,15.41,1.46
4.71035,-74.03042,09/03/2021,21.28,1.25,84.54,16.5,1.14
4.71035,-74.03042,10/03/2021,12.8,0.05,88.3,16.02,0.92
4.71035,-74.03042,11/03/2021,11.57,0.03,86.76,15.48,0.27
4.71035,-74.03042,12/03/2021,11.85,0.29,85.86,15.63,0.27
4.71035,-74.03042,13/03/2021,14.51,1.26,85.67,15.28,0.43
4.71035,-74.03042,14/03/2021,16.77,0.21,85.34,16.06,0.44
4.71035,-74.03042,15/03/2021,14.03,0.25,88.03,15.86,1.08
4.71035,-74.03042,16/03/2021,17.27,0.06,86.69,15.94,0.93
4.71035,-74.03042,17/03/2021,14.82,0.69,85.47,16.14,1.4
4.71035,-74.03042,18/03/2021,12.12,0.14,85.7,15.92,1.38
4.71035,-74.03042,19/03/2021,20.16,0.51,82.43,16.46,0.56
4.71035,-74.03042,20/03/2021,19.65,0.69,87.4,16.18,0.38
4.71035,-74.03042,21/03/2021,15.48,15.56,84.86,15.72,1.18
4.71035,-74.03042,22/03/2021,10.98,2.35,85.03,16.05,0.82
4.71035,-74.03042,23/03/2021,16.12,0,82.46,16.08,0.63
4.71035,-74.03042,24/03/2021,12.38,2.52,88.68,15.71,0.9
4.71035,-74.03042,25/03/2021,18.24,1.32,88.17,15.93,1.33
4.71035,-74.03042,26/03/2021,14.55,4.09,86.94,16.01,1.5
4.71035,-74.03042,27/03/2021,13.24,1.74,90.35,15.5,1.16
4.71035,-74.03042,28/03/2021,18.47,17.93,87.47,15.67,1.87
4.71035,-74.03042,29/03/2021,16.84,13.65,87.94,15.29,1.93
4.71035,-74.03042,30/03/2021,16.68,6.15,90.3,15.86,1.97
4.71035,-74.03042,31/03/2021,19.43,14.11,91.06,15.51,1.8
4.71035,-74.03042,01/04/2021,17.67,1.48,88.93,15.96,1.55
4.71035,-74.03042,02/04/2021,14.73,1.91,88.17,15.5,1.7
4.71035,-74.03042,03/04/2021,14.18,0.65,88.32,15.84,1.46
4.71035,-74.03042,04/04/2021,14.42,0.02,87.86,15.99,1.69
4.71035,-74.03042,05/04/2021,18.47,0,88.9,15.85,1.7
4.71035,-74.03042,06/04/2021,13.06,2.28,91.84,14.65,1.45
4.71035,-74.03042,07/04/2021,14.75,0.03,85.17,14.73,1.4
4.71035,-74.03042,08/04/2021,17.44,0,83.41,15.93,1.45
4.71035,-74.03042,09/04/2021,11.49,4.2,88.32,16.21,1.19
4.71035,-74.03042,10/04/2021,18.64,0.75,88.14,16.06,1.45
4.71035,-74.03042,11/04/2021,20.13,0.1,88.66,15.36,1.43
4.71035,-74.03042,12/04/2021,7.68,43.57,91.1,15.28,1.75
4.71035,-74.03042,13/04/2021,21.18,0.72,86.66,15.47,1.79
4.71035,-74.03042,14/04/2021,16.34,0.29,88.19,15.92,1.55
4.71035,-74.03042,15/04/2021,15.94,12.81,88.44,15.63,1.42
4.71035,-74.03042,16/04/2021,20.08,6.3,85.49,16.3,1.42
4.71035,-74.03042,17/04/2021,17.07,17.48,90.46,15.82,1.52
4.71035,-74.03042,18/04/2021,15.8,44.51,91.59,15.68,1.48
4.71035,-74.03042,19/04/2021,19.86,27.3,89.2,15.38,1.54
4.71035,-74.03042,20/04/2021,23.75,3.34,88.11,15.67,1.4
4.71035,-74.03042,21/04/2021,19.08,3.56,83.09,16,1.06
4.71035,-74.03042,22/04/2021,22.61,1.21,86.43,16.29,1.19
4.71035,-74.03042,23/04/2021,16.89,0.03,88.05,16.5,1.06
4.71035,-74.03042,24/04/2021,19.21,0.19,89.23,16.69,1.35
4.71035,-74.03042,25/04/2021,16.89,1.08,89.25,16.01,1.18
4.71035,-74.03042,26/04/2021,14.89,0.49,85.96,16.62,1.11
4.71035,-74.03042,27/04/2021,10.74,1.1,91.32,16.15,1.32
4.71035,-74.03042,28/04/2021,19.65,0.44,90.91,15.96,1
4.71035,-74.03042,29/04/2021,16.17,1.2,89.33,15.93,0.73
4.71035,-74.03042,30/04/2021,9.02,0.56,92.66,15.1,0.51
4.71035,-74.03042,01/05/2021,20.33,0.08,88.98,15.69,0.3
4.71035,-74.03042,02/05/2021,17.08,0.16,89.53,15.38,0.46
4.71035,-74.03042,03/05/2021,17.42,0.03,87.94,15.83,0.47
4.71035,-74.03042,04/05/2021,19.27,0.36,86.72,16.39,0.5
4.71035,-74.03042,05/05/2021,15.83,0.03,88.47,16.12,0.8
4.71035,-74.03042,06/05/2021,16.6,0.13,90.32,15.84,0.81
4.71035,-74.03042,07/05/2021,19.33,0.12,91.88,15.75,0.44
4.71035,-74.03042,08/05/2021,16.13,0.21,88.6,15.36,1.09
4.71035,-74.03042,09/05/2021,18.14,0.04,87.96,15.74,1.69
4.71035,-74.03042,10/05/2021,13.87,0.01,89.54,15.41,2.09
4.71035,-74.03042,11/05/2021,18.69,0,88.99,14.75,1.8
4.71035,-74.03042,12/05/2021,19.42,0,84.44,15.48,1.83
4.71035,-74.03042,13/05/2021,17.46,0.01,89.28,15.55,1.68
4.71035,-74.03042,14/05/2021,17.24,0.44,87.71,16.28,1.82
4.71035,-74.03042,15/05/2021,16.63,0.83,88.58,16.46,1.63
4.71035,-74.03042,16/05/2021,18.2,0.04,88.69,16.77,1.74
4.71035,-74.03042,17/05/2021,14.32,2.61,89.66,15.12,1.82
4.71035,-74.03042,18/05/2021,18.52,0.22,84.15,15.4,1.24
4.71035,-74.03042,19/05/2021,22.97,0,83.61,15.81,1.32
4.71035,-74.03042,20/05/2021,20.62,0,87.04,16.54,1.62
4.71035,-74.03042,21/05/2021,20.24,0,87.02,16.69,1.72
4.71035,-74.03042,22/05/2021,15.45,0,87.86,16.74,1.88
4.71035,-74.03042,23/05/2021,14.98,1.51,87.71,16.35,2.1
4.71035,-74.03042,24/05/2021,15.38,3.32,85.88,16.31,2.33
4.71035,-74.03042,25/05/2021,16.52,0.79,91.3,16.03,2.14
4.71035,-74.03042,26/05/2021,18.29,0.53,83.16,15.39,2.19
4.71035,-74.03042,27/05/2021,13.35,0.04,85.71,15.85,1.38
4.71035,-74.03042,28/05/2021,16.98,0,84.31,16.88,0.86
4.71035,-74.03042,29/05/2021,14.32,0.74,88.47,16.95,1
4.71035,-74.03042,30/05/2021,15.77,0.95,88.15,16.49,1.65
4.71035,-74.03042,31/05/2021,16.4,1.4,86.68,15.77,1.88
4.71035,-74.03042,01/06/2021,19.43,0.21,79.94,15.95,1.23
4.71035,-74.03042,02/06/2021,21.18,0.03,81.93,16.68,1.02
4.71035,-74.03042,03/06/2021,18.77,1.79,87.63,16.63,1.56
4.71035,-74.03042,04/06/2021,16.02,1.13,90.83,15.5,1.66
4.71035,-74.03042,05/06/2021,19.52,0,83.99,15.98,1.32
4.71035,-74.03042,06/06/2021,13.37,5.41,89.86,15.55,1.66
4.71035,-74.03042,07/06/2021,15.85,2.22,85.96,15.38,1.63
4.71035,-74.03042,08/06/2021,10.41,1.3,89.55,15.36,1.32
4.71035,-74.03042,09/06/2021,14.91,0.06,86.88,15.57,1.3
4.71035,-74.03042,10/06/2021,11.35,0,84.77,15.28,1.04
4.71035,-74.03042,11/06/2021,18.83,0.7,86.27,15.79,1.34
4.71035,-74.03042,12/06/2021,17,24.21,92.8,15.12,1.71
4.71035,-74.03042,13/06/2021,15.12,7.21,89.97,15.38,1.39
4.71035,-74.03042,14/06/2021,14.37,5.61,88.39,15.84,1.1
4.71035,-74.03042,15/06/2021,16.5,18.88,89.25,16.11,1.33
4.71035,-74.03042,16/06/2021,18.7,23.5,92.07,15.08,1.73
4.71035,-74.03042,17/06/2021,18.92,5.5,86.23,13.2,1.65
4.71035,-74.03042,18/06/2021,17.47,4.43,87.45,13.76,1.75
4.71035,-74.03042,19/06/2021,16.35,10.66,91.12,14.64,1.97
4.71035,-74.03042,20/06/2021,12.13,2.59,88.78,13.77,2.39
4.71035,-74.03042,21/06/2021,21.08,4.77,84.8,14.01,1.56
4.71035,-74.03042,22/06/2021,16.38,0.18,86.31,14.6,1.23
4.71035,-74.03042,23/06/2021,17.6,17.67,89.84,14.65,1.16
4.71035,-74.03042,24/06/2021,19.32,1.6,83.89,14.62,0.98
4.71035,-74.03042,25/06/2021,15.12,1.33,83.27,14.62,1.07
4.71035,-74.03042,26/06/2021,16.54,0.23,86.9,14.98,1.26
4.71035,-74.03042,27/06/2021,16.27,1.4,86.88,15.41,1.45
4.71035,-74.03042,28/06/2021,18.07,1.85,87.66,15.36,1.83
4.71035,-74.03042,29/06/2021,20.39,1.48,89.63,14.93,2.11
4.71035,-74.03042,30/06/2021,15.27,7.79,88.97,13.61,1.99
4.71035,-74.03042,01/07/2021,16.73,1.34,90.03,13.89,1.39
4.71035,-74.03042,02/07/2021,19.83,0,86.02,14.37,1.31
4.71035,-74.03042,03/07/2021,19.99,0.77,86.81,13.9,1.77
4.71035,-74.03042,04/07/2021,16.7,0.03,81.62,13.21,1.57
4.71035,-74.03042,05/07/2021,16.66,0.34,84.03,13.84,1.51
4.71035,-74.03042,06/07/2021,18.5,1.18,87.78,14.57,1.85
4.71035,-74.03042,07/07/2021,18.7,0.1,86.83,15.4,1.83
4.71035,-74.03042,08/07/2021,18.2,1.57,88.09,15.77,2.18
4.71035,-74.03042,09/07/2021,16.77,5.06,90.07,15.36,1.68
4.71035,-74.03042,10/07/2021,17.87,1.95,90.16,14.35,1.68
4.71035,-74.03042,11/07/2021,15.76,0.21,85.78,14.93,1.86
4.71035,-74.03042,12/07/2021,16.63,0.26,88.61,15.19,2.02
4.71035,-74.03042,13/07/2021,13.36,1.44,90.16,14.72,2.18
4.71035,-74.03042,14/07/2021,14.25,0.1,80.65,14.46,1.92
4.71035,-74.03042,15/07/2021,20.98,0.01,83.24,15.25,1.64
4.71035,-74.03042,16/07/2021,17.84,2.61,86.71,14.89,1.63
4.71035,-74.03042,17/07/2021,16.71,0.89,88.65,15.22,1.83
4.71035,-74.03042,18/07/2021,11.62,9.86,89.32,15.47,2.75
4.71035,-74.03042,19/07/2021,16.94,9.55,92.09,14.44,2.83
4.71035,-74.03042,20/07/2021,18.01,1.47,86.05,14.88,2.45
4.71035,-74.03042,21/07/2021,14.66,0.82,89.79,15.33,2.52
4.71035,-74.03042,22/07/2021,15.81,0.09,87.77,14.94,2.34
4.71035,-74.03042,23/07/2021,17.29,0,86.12,15.03,1.67
4.71035,-74.03042,24/07/2021,14.08,0.18,87.93,15.35,1.26
4.71035,-74.03042,25/07/2021,11.25,1.4,83.89,15.36,1.18
4.71035,-74.03042,26/07/2021,16.29,0.21,86.49,15.52,1.6
4.71035,-74.03042,27/07/2021,16.31,0.08,85.58,16.28,1.81
4.71035,-74.03042,28/07/2021,14.81,1.58,84.9,15.85,1.72
4.71035,-74.03042,29/07/2021,17.01,0.2,85.65,15.33,1.87
4.71035,-74.03042,30/07/2021,16.68,0,86.88,15.72,2.19
4.71035,-74.03042,31/07/2021,22.88,0,87.12,15.48,2.01
4.71035,-74.03042,01/08/2021,16.07,0,87.77,15.47,2.55
4.71035,-74.03042,02/08/2021,17.26,6.89,89.87,14.17,2.41
4.71035,-74.03042,03/08/2021,14.77,2.28,85.38,13.53,1.99
4.71035,-74.03042,04/08/2021,17.29,0,81.76,14.42,1.56
4.71035,-74.03042,05/08/2021,15.93,1.58,85.74,14.46,1.73
4.71035,-74.03042,06/08/2021,17.54,0.09,83.58,14.9,1.29
4.71035,-74.03042,07/08/2021,18.17,0,81.69,16.13,1.27
4.71035,-74.03042,08/08/2021,16.72,0,86.73,16.25,1.06
4.71035,-74.03042,09/08/2021,17.66,0,85.53,16.16,1.66
4.71035,-74.03042,10/08/2021,18.54,6.5,88.57,15.29,2.18
4.71035,-74.03042,11/08/2021,18.85,1.07,81.99,15.07,1.71
4.71035,-74.03042,12/08/2021,16.69,6.56,82.84,15.77,1.49
4.71035,-74.03042,13/08/2021,16.68,0.55,85.65,15.46,1.47
4.71035,-74.03042,14/08/2021,14.64,2.67,85.76,14.95,1.55
4.71035,-74.03042,15/08/2021,18.86,2.48,84.25,15.01,1.04
4.71035,-74.03042,16/08/2021,14.91,3.92,84.96,15.09,1.42
4.71035,-74.03042,17/08/2021,15.13,0.6,84.91,15.94,1.5
4.71035,-74.03042,18/08/2021,14.11,4.66,83.23,15.99,1.39
4.71035,-74.03042,19/08/2021,15.32,0.61,85.39,15.96,1.29
4.71035,-74.03042,20/08/2021,16.29,0,75.98,16.44,0.79
4.71035,-74.03042,21/08/2021,17.48,0,84.79,15.66,1.3
4.71035,-74.03042,22/08/2021,17.6,0,81.79,16.24,1.75
4.71035,-74.03042,23/08/2021,19.5,0.08,82.25,16.93,1.19
4.71035,-74.03042,24/08/2021,15.95,5.3,78.2,16.84,1.09
4.71035,-74.03042,25/08/2021,16.01,0.55,82,16.97,1.47
4.71035,-74.03042,26/08/2021,17.26,0.66,79.89,16.37,1.53
4.71035,-74.03042,27/08/2021,17.78,0.07,82.27,15.78,1.93
4.71035,-74.03042,28/08/2021,19.26,0,73.9,16.35,1.88
4.71035,-74.03042,29/08/2021,14.76,0.51,88.66,15.07,2.09
4.71035,-74.03042,30/08/2021,16.43,0.23,79.63,15.36,1.48
4.71035,-74.03042,31/08/2021,16.15,0.01,77.64,16.31,1.19
4.71035,-74.03042,01/09/2021,14.43,5.27,85.52,15.64,1.5
4.71035,-74.03042,02/09/2021,21.82,0.07,79.32,15.99,1.44
4.71035,-74.03042,03/09/2021,16.03,10.49,87.01,15.78,1.45
4.71035,-74.03042,04/09/2021,19.1,0.03,84.09,16.17,1.4
4.71035,-74.03042,05/09/2021,19.16,16.96,85.93,16.21,1.17
4.71035,-74.03042,06/09/2021,11.03,4.44,89.26,14.84,0.98
4.71035,-74.03042,07/09/2021,17.74,0.39,79.69,15.9,1.12
4.71035,-74.03042,08/09/2021,16.15,0.15,79.7,16.34,1.8
4.71035,-74.03042,09/09/2021,18.72,0.02,81.74,16.43,1.97
4.71035,-74.03042,10/09/2021,16.86,0.04,82.54,15.38,1.92
4.71035,-74.03042,11/09/2021,17.34,9.03,79.39,15.58,1.85
4.71035,-74.03042,12/09/2021,12.03,10.06,81.13,15.35,1.93
4.71035,-74.03042,13/09/2021,22.92,0.1,79.46,15.93,1.45
4.71035,-74.03042,14/09/2021,18.21,0.21,81.38,16.42,1.45
4.71035,-74.03042,15/09/2021,18.05,1.74,82.6,15.61,1.65
4.71035,-74.03042,16/09/2021,17.28,0.29,78.78,15.07,1.88
4.71035,-74.03042,17/09/2021,24.37,0.93,81.99,15.82,1.87
4.71035,-74.03042,18/09/2021,22.89,0.66,79.53,15.13,1.23
4.71035,-74.03042,19/09/2021,18.33,0,75.8,16.15,0.96
4.71035,-74.03042,20/09/2021,17.37,1.01,84.11,15.76,1.21
4.71035,-74.03042,21/09/2021,14.09,11.65,82.29,16.01,1.47
4.71035,-74.03042,22/09/2021,17.13,24.67,87.95,15.27,1.64
4.71035,-74.03042,23/09/2021,17.19,2.63,82.32,15.09,1.36
4.71035,-74.03042,24/09/2021,17.37,6.04,83.72,14.79,1.95
4.71035,-74.03042,25/09/2021,18.82,12.69,87.33,14.41,2.01
4.71035,-74.03042,26/09/2021,24.85,0.49,76.46,15.17,1.8
4.71035,-74.03042,27/09/2021,22.61,0,80.96,15.62,1.34
4.71035,-74.03042,28/09/2021,15.79,1.72,81.57,15.48,1.26
4.71035,-74.03042,29/09/2021,16.69,0.08,78.69,15.85,1.12
4.71035,-74.03042,30/09/2021,14.6,0.92,81.19,15.95,1.08
4.71035,-74.03042,01/10/2021,18.12,0.1,79.36,15.96,1.6
4.71035,-74.03042,02/10/2021,20.6,0.04,81.91,16.6,1.41
4.71035,-74.03042,03/10/2021,22.82,4.27,83.99,17.14,1.36
4.71035,-74.03042,04/10/2021,21.27,1.88,85.29,17.38,1.6
4.71035,-74.03042,05/10/2021,14.42,8.02,88.83,16.87,1.73
4.71035,-74.03042,06/10/2021,12.85,2.55,86.73,16.73,2.01
4.71035,-74.03042,07/10/2021,18.92,0.05,80.61,17,1.71
4.71035,-74.03042,08/10/2021,17.84,0,80.19,16.24,1.4
4.71035,-74.03042,09/10/2021,18.63,9.87,86.63,16.74,1.26
4.71035,-74.03042,10/10/2021,17.46,7.24,87.31,16.55,0.8
4.71035,-74.03042,11/10/2021,11.22,0.22,86.51,16.78,0.96
4.71035,-74.03042,12/10/2021,17.13,1.58,86.04,16.13,1.42
4.71035,-74.03042,13/10/2021,19.14,0.03,78.56,17.24,1.03
4.71035,-74.03042,14/10/2021,18.91,0.2,82.93,17.46,0.86
4.71035,-74.03042,15/10/2021,20.6,6.85,84.11,17.22,1.34
4.71035,-74.03042,16/10/2021,14.84,6.32,92.87,15.75,1.17
4.71035,-74.03042,17/10/2021,13.21,1.54,87.17,15.71,1.12
4.71035,-74.03042,18/10/2021,18.36,0.01,79.58,16.01,1.17
4.71035,-74.03042,19/10/2021,16.89,1.63,86.81,15.91,1.5
4.71035,-74.03042,20/10/2021,18.12,1.35,83.78,16.34,1.55
4.71035,-74.03042,21/10/2021,18.03,1.35,85.81,16.46,1.28
4.71035,-74.03042,22/10/2021,18.89,2.67,83.64,16.92,1.24
4.71035,-74.03042,23/10/2021,18.39,3.57,85.27,17.31,1.11
4.71035,-74.03042,24/10/2021,20.99,11.91,86.18,16.93,1.06
4.71035,-74.03042,25/10/2021,18.2,12.33,90.8,16.65,1.08
4.71035,-74.03042,26/10/2021,18.29,14.49,92.71,16.1,1.53
4.71035,-74.03042,27/10/2021,11.08,7.68,89.28,15.1,1.07
4.71035,-74.03042,28/10/2021,20.56,6.35,92.08,15.3,1.05
4.71035,-74.03042,29/10/2021,17.54,1.55,89.8,15.52,0.68
4.71035,-74.03042,30/10/2021,18.31,0.68,89.07,16.23,0.65
4.71035,-74.03042,31/10/2021,15.65,1.31,93.22,15.37,0.37
4.71035,-74.03042,01/11/2021,18.08,0.3,87.25,16.2,0.51
4.71035,-74.03042,02/11/2021,19.66,0.39,88.39,15.76,0.37
4.71035,-74.03042,03/11/2021,18.42,0.15,84.53,16.19,0.56
4.71035,-74.03042,04/11/2021,16.38,10.21,88.6,16.47,0.77
4.71035,-74.03042,05/11/2021,18.85,8.98,88.76,16.82,1.32
4.71035,-74.03042,06/11/2021,20.18,1.11,87.7,16.17,1.5
4.71035,-74.03042,07/11/2021,19.67,0.62,82.58,16.29,1.31
4.71035,-74.03042,08/11/2021,12.09,6.44,88.62,16.68,1.39
4.71035,-74.03042,09/11/2021,17.29,0.82,88.11,16.23,1.19
4.71035,-74.03042,10/11/2021,16.68,1.66,86.86,16.45,0.73
4.71035,-74.03042,11/11/2021,20.48,2.26,85.48,15.94,1.09
4.71035,-74.03042,12/11/2021,20.91,0.29,83.89,15.25,1.35
4.71035,-74.03042,13/11/2021,15.59,0.09,80.46,16.03,1.31
4.71035,-74.03042,14/11/2021,18.62,0.09,83.83,16.66,1.13
4.71035,-74.03042,15/11/2021,18.61,4.65,86.13,16.95,1.16
4.71035,-74.03042,16/11/2021,18.73,1.83,86.67,16.64,1.44
4.71035,-74.03042,17/11/2021,20.77,0.19,79.83,16.63,1.22
4.71035,-74.03042,18/11/2021,23.41,4.34,83.23,15.89,0.9
4.71035,-74.03042,19/11/2021,21.66,1.92,87.05,15.98,0.76
4.71035,-74.03042,20/11/2021,18.41,0.01,84.1,16.23,1.26
4.71035,-74.03042,21/11/2021,16.49,9.72,88.51,16.32,1.46
4.71035,-74.03042,22/11/2021,14.07,14.93,89.28,16.1,1
4.71035,-74.03042,23/11/2021,14.14,7.73,90.28,16.04,0.93
4.71035,-74.03042,24/11/2021,13.48,1.31,89.17,16.03,1.16
4.71035,-74.03042,25/11/2021,14.3,0.27,89.78,15.48,0.99
4.71035,-74.03042,26/11/2021,14.51,0,80.3,16.34,0.89
4.71035,-74.03042,27/11/2021,20.72,0,82.66,16.16,1.13
4.71035,-74.03042,28/11/2021,18.98,0,86.44,16.21,1.27
4.71035,-74.03042,29/11/2021,17.41,0.62,87.64,16.31,1.62
4.71035,-74.03042,30/11/2021,14.08,0.81,87.44,15.9,1.45
4.71035,-74.03042,01/12/2021,20.2,0.11,81.09,16.39,1.3
4.71035,-74.03042,02/12/2021,18.65,8.69,85.99,15.73,1.52
4.71035,-74.03042,03/12/2021,14.77,0.61,85.96,15.06,1.43
4.71035,-74.03042,04/12/2021,16.81,0.15,86.63,15.75,1.54
4.71035,-74.03042,05/12/2021,14.73,0.12,85.06,16.4,1.58
4.71035,-74.03042,06/12/2021,18.3,0.97,83.96,16.47,1.38
4.71035,-74.03042,07/12/2021,18.48,1.58,85.36,16.35,1.61
4.71035,-74.03042,08/12/2021,18.57,0.54,84.5,16.68,1.11
4.71035,-74.03042,09/12/2021,14.46,0.25,81.91,17.17,1.22
4.71035,-74.03042,10/12/2021,14.35,2.28,84.54,16.84,1.24
4.71035,-74.03042,11/12/2021,11.71,0.33,78.7,16.68,0.84
4.71035,-74.03042,12/12/2021,15.28,0.55,78.57,16.78,0.56
4.71035,-74.03042,13/12/2021,19.02,0.06,80.65,16.89,0.94
4.71035,-74.03042,14/12/2021,19.55,0,81.64,16.53,1.26
4.71035,-74.03042,15/12/2021,14.98,0,82.64,17.13,1.33
4.71035,-74.03042,16/12/2021,16.11,0,83.14,17,1.65
4.71035,-74.03042,17/12/2021,15.84,1,82.4,16.72,1.66
4.71035,-74.03042,18/12/2021,13.46,0.52,81.25,16.36,1.3
4.71035,-74.03042,19/12/2021,16.24,0.07,79.51,17.41,1.05
4.71035,-74.03042,20/12/2021,18.42,0.16,79.8,17.71,1.04
4.71035,-74.03042,21/12/2021,18.43,1.19,84.35,17.54,0.69
4.71035,-74.03042,22/12/2021,19.34,0.56,87.27,17.54,0.4
4.71035,-74.03042,23/12/2021,16.69,1.01,82.74,17.27,0.65
4.71035,-74.03042,24/12/2021,17.44,1.36,91.48,16.38,0.7
4.71035,-74.03042,25/12/2021,17.16,0.23,82.68,17.15,1.23
4.71035,-74.03042,26/12/2021,19.36,1.49,77.65,16.96,1.51
4.71035,-74.03042,27/12/2021,14.77,5.42,82.12,16.71,1.15
4.71035,-74.03042,28/12/2021,16.95,3.66,84.01,16.16,1.32
4.71035,-74.03042,29/12/2021,12.66,2.06,80.95,16.65,1.45
4.71035,-74.03042,30/12/2021,16.51,0.3,79.41,16.72,1.38
4.71035,-74.03042,31/12/2021,16.92,0.16,79.44,16.93,1.68
4.71035,-74.03042,01/01/2022,17.64,0.28,77.39,16.07,1.49
4.71035,-74.03042,02/01/2022,18.31,0.46,69.97,16.11,1.49
4.71035,-74.03042,03/01/2022,19.97,0.48,74.87,16.03,1.11
4.71035,-74.03042,04/01/2022,20.62,0.1,72.07,16.03,1.36
4.71035,-74.03042,05/01/2022,18.75,0.5,71.58,15.93,1.48
